NO_OF_FRAMES	1936
NO_OF_CAMERAS	0
NO_OF_MARKERS	60
FREQUENCY	120
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION--
TIME_STAMP--
DATA_INCLUDED	3D
MARKER_NAMES	Katie:WaistLFront	Katie:WaistRFront	Katie:WaistLBack	Katie:WaistCBack	Katie:WaistRBack	Katie:BackTop	Katie:ChestTop	Katie:BackLeft	Katie:BackRight	Katie:ChestLow	Katie:HeadTop	Katie:HeadFront	Katie:HeadLeft	Katie:HeadRight	Katie:LShoulderBack	Katie:LShoulderTop	Katie:LUArmHigh	Katie:LWristOut	Katie:LFArm	Katie:LHandOut	Katie:LHandIn	Katie:LThumb	Katie:LIndex	Katie:LPinky	Katie:RShoulderBack	Katie:RShoulderTop	Katie:RElbowOut	Katie:RUArmHigh	Katie:RWristOut	Katie:RFArm	Katie:RHandOut	Katie:RHandIn	Katie:RThumb	Katie:RIndex	Katie:RPinky	Katie:LKneeOut	Katie:LThighFront	Katie:LThighSide	Katie:LAnkleOut	Katie:LShin	Katie:LToeOut	Katie:LToeIn	Katie:LHeel	Katie:LToeTip	Katie:RKneeOut	Katie:RThighFront	Katie:RThighSide	Katie:RAnkleOut	Katie:RShin	Katie:RToeOut	Katie:RToeIn	Katie:RHeel	Katie:RToeTip	Katie:LElbowOut	Unlabeled_1323	Unlabeled_1326	Unlabeled_1329	Oboe:Marker1	Oboe:Marker2	Oboe:Marker3	
-0.450608	0.413048	0.976466	-0.277006	0.615619	0.991703	-0.307720	0.282930	0.989208	-0.129020	0.430084	0.987607	-0.116887	0.501361	0.949509	-0.191440	0.340629	1.261020	-0.369888	0.510637	1.249733	-0.230851	0.273309	1.131112	-0.116662	0.391055	1.131177	-0.398876	0.552156	1.113212	-0.278827	0.442981	1.628343	-0.356037	0.543162	1.542893	-0.343841	0.366764	1.515487	-0.200179	0.472233	1.501285	-0.317852	0.222752	1.228371	-0.402701	0.261066	1.321619	-0.374261	0.209196	1.042502	-0.580560	0.411508	0.979597	-0.493150	0.400537	1.039111	-0.605481	0.456453	0.957331	-0.567621	0.498238	1.021353	-0.502156	0.498492	0.987583	-0.601107	0.524838	1.016873	-0.612524	0.487266	0.929721	-0.066956	0.471945	1.237107	-0.145976	0.507643	1.349685	-0.096673	0.656028	1.018722	-0.049707	0.534190	1.086960	-0.291677	0.713342	0.976618	-0.250709	0.622124	1.027296	-0.349293	0.714317	0.943182	-0.383475	0.686823	1.020034	-0.378807	0.634549	1.014904	-0.411096	0.673940	0.992450	-0.361834	0.680513	0.924366	-0.411912	0.337341	0.445489	-0.401837	0.478755	0.548258	-0.472132	0.364235	0.679359	-0.358415	0.280754	0.061064	-0.375905	0.383211	0.217238	-0.471020	0.381453	0.048524	-0.403344	0.457803	0.054435	-0.282008	0.293177	0.048871	-0.476900	0.459985	0.048141	-0.127777	0.598748	0.427899	-0.204903	0.640406	0.495726	-0.137741	0.619812	0.657946	-0.048793	0.572445	0.063094	-0.165374	0.606830	0.267885	-0.112998	0.710043	0.041906	-0.199520	0.656460	0.057378	-0.080620	0.495542	0.048487	-0.180309	0.731193	0.042964	-0.455097	0.254846	0.979719	-0.587849	0.391740	0.788623	-0.575542	0.578223	1.030144	NaN	NaN	NaN	NaN	NaN	NaN	-0.583884	0.472700	0.788949	NaN	NaN	NaN	
-0.450442	0.413595	0.977192	NaN	NaN	NaN	-0.308044	0.283254	0.989197	-0.129075	0.430153	0.987690	-0.116823	0.501393	0.949534	-0.191770	0.340932	1.261181	-0.369930	0.511101	1.249643	-0.231186	0.273645	1.131343	-0.116917	0.391245	1.131318	-0.398816	0.552625	1.113122	-0.279048	0.443425	1.628451	-0.356214	0.543551	1.542879	-0.343996	0.367223	1.515555	-0.200338	0.472652	1.501387	-0.318259	0.223155	1.228683	-0.403093	0.261836	1.321988	-0.374749	0.208506	1.043136	-0.578125	0.414964	0.985186	-0.490419	0.400959	1.043693	-0.602003	0.460831	0.963778	-0.562970	0.500666	1.028483	-0.497491	0.500249	0.994263	-0.595768	0.528103	1.024621	-0.608774	0.492291	0.936968	-0.067116	0.472023	1.237276	-0.146167	0.507897	1.349860	-0.096002	0.656303	1.020576	-0.048787	0.534357	1.087727	-0.292729	0.711455	0.982350	-0.249415	0.620851	1.032116	-0.351467	0.711280	0.950589	-0.382897	0.684415	1.028834	-0.377783	0.632259	1.023123	-0.411231	0.670858	1.002042	-0.363230	0.676557	0.932882	-0.412327	0.337856	0.445403	-0.402261	0.479522	0.548427	-0.472330	0.364726	0.679363	-0.358375	0.280883	0.061163	-0.376037	0.383592	0.217131	-0.470965	0.381535	0.048548	-0.403342	0.457905	0.054292	-0.281986	0.293287	0.048934	-0.476881	0.460067	0.048016	-0.127723	0.598822	0.427883	-0.204787	0.640527	0.495751	-0.137564	0.619862	0.657953	-0.048827	0.572433	0.063125	-0.165357	0.606893	0.267881	-0.113007	0.710020	0.041906	-0.199533	0.656462	0.057363	-0.080642	0.495532	0.048509	-0.180305	0.731186	0.042958	-0.455426	0.255667	0.981537	-0.588232	0.399072	0.793952	-0.568430	0.580513	1.038688	NaN	NaN	NaN	NaN	NaN	NaN	-0.582017	0.479869	0.795820	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	-0.308237	0.283539	0.989297	-0.129111	0.430224	0.987790	-0.116753	0.501424	0.949577	-0.192088	0.341235	1.261339	-0.369957	0.511575	1.249572	-0.231518	0.273954	1.131509	-0.117112	0.391464	1.131472	-0.398792	0.553081	1.113063	-0.279256	0.443846	1.628563	-0.356293	0.544010	1.542916	-0.344214	0.367695	1.515651	-0.200501	0.473062	1.501525	-0.318465	0.223482	1.229015	-0.403511	0.262555	1.322337	-0.376098	0.207947	1.043534	-0.575698	0.418419	0.990961	-0.487753	0.401446	1.048393	-0.598651	0.465234	0.970494	-0.558090	0.502940	1.035565	-0.494126	0.500189	1.000055	-0.590040	0.531186	1.032267	-0.604855	0.497328	0.944274	-0.067248	0.472132	1.237457	-0.146341	0.508105	1.350037	-0.095368	0.656650	1.022335	-0.047755	0.534665	1.088533	-0.293642	0.709458	0.987846	-0.248013	0.619486	1.036819	-0.353465	0.708167	0.957797	-0.382029	0.681807	1.037214	-0.377027	0.629546	1.031965	-0.410789	0.667462	1.011346	-0.364430	0.672615	0.941126	-0.412755	0.338347	0.445360	-0.402439	0.479985	0.548422	-0.472525	0.365190	0.679367	-0.358359	0.280973	0.061228	-0.376183	0.383937	0.216955	-0.470940	0.381611	0.048547	-0.403345	0.458016	0.054160	-0.281986	0.293360	0.048984	-0.476875	0.460137	0.047916	-0.127651	0.598888	0.427865	-0.204637	0.640628	0.495759	-0.137374	0.619896	0.657941	-0.048850	0.572438	0.063140	-0.165352	0.606950	0.267873	-0.113025	0.710027	0.041914	-0.199555	0.656470	0.057348	-0.080646	0.495540	0.048522	-0.180321	0.731191	0.042956	-0.455909	0.256650	0.983245	-0.588672	0.406417	0.799578	-0.561169	0.582680	1.047168	NaN	NaN	NaN	NaN	NaN	NaN	-0.580152	0.486958	0.802730	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	-0.308431	0.283796	0.989407	-0.129181	0.430274	0.987875	-0.116679	0.501455	0.949636	-0.192419	0.341522	1.261469	-0.369981	0.512046	1.249575	-0.231839	0.274226	1.131658	-0.117330	0.391664	1.131632	-0.398768	0.553582	1.113069	-0.279483	0.444277	1.628688	-0.356461	0.544453	1.542969	-0.344390	0.368163	1.515721	-0.200644	0.473462	1.501690	-0.318866	0.223845	1.229246	-0.403953	0.263295	1.322696	-0.377091	0.207260	1.044259	-0.573319	0.421815	0.996693	-0.485084	0.401894	1.052907	-0.595395	0.469771	0.977402	-0.553209	0.505022	1.042559	-0.489251	0.502122	1.006709	-0.584688	0.534540	1.040099	-0.600853	0.502095	0.951458	-0.067397	0.472273	1.237644	-0.146491	0.508283	1.350231	-0.094716	0.657110	1.024192	-0.046746	0.535072	1.089345	-0.294484	0.707199	0.993087	-0.246637	0.618198	1.041250	-0.355207	0.705099	0.964840	-0.381099	0.679252	1.045296	-0.374596	0.624964	1.039994	-0.410283	0.664303	1.020207	-0.365515	0.668860	0.948993	-0.413182	0.338859	0.445302	-0.402605	0.480439	0.548417	-0.472777	0.365588	0.679384	-0.358346	0.281073	0.061341	-0.376348	0.384278	0.216835	-0.470920	0.381665	0.048539	-0.403338	0.458092	0.054056	-0.281927	0.293447	0.049075	-0.476865	0.460191	0.047793	-0.127561	0.598931	0.427853	-0.204473	0.640733	0.495776	-0.137158	0.619913	0.657942	-0.048869	0.572433	0.063139	-0.165294	0.606990	0.267883	-0.113030	0.710020	0.041913	-0.199577	0.656466	0.057336	-0.080674	0.495521	0.048514	-0.180321	0.731207	0.042965	-0.456431	0.257699	0.985185	-0.589221	0.413404	0.805265	-0.553856	0.584682	1.055529	NaN	NaN	NaN	NaN	NaN	NaN	-0.578000	0.493590	0.809572	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	-0.308644	0.284080	0.989514	-0.129241	0.430337	0.987980	-0.116636	0.501481	0.949699	-0.192710	0.341805	1.261560	-0.369987	0.512528	1.249615	-0.232195	0.274469	1.131808	-0.117515	0.391835	1.131751	-0.398751	0.554047	1.113082	-0.279719	0.444699	1.628803	-0.356606	0.544860	1.543028	-0.344597	0.368584	1.515815	-0.200790	0.473872	1.501864	-0.319347	0.224186	1.229451	-0.404385	0.264038	1.323090	-0.376503	0.206454	1.045688	-0.570832	0.425134	1.002267	-0.482550	0.402363	1.057378	-0.591943	0.473873	0.983857	-0.548539	0.507476	1.049263	-0.484078	0.504745	1.013633	-0.578923	0.537311	1.047402	-0.596901	0.506804	0.958570	-0.067518	0.472429	1.237842	-0.146618	0.508409	1.350423	-0.094179	0.657608	1.026007	-0.045826	0.535532	1.090109	-0.295176	0.705836	0.998454	-0.245285	0.617139	1.045553	-0.356777	0.702099	0.971575	-0.380095	0.676560	1.052907	-0.373026	0.622992	1.047154	-0.409477	0.660820	1.028163	-0.366333	0.665400	0.956596	-0.413608	0.339409	0.445286	-0.402761	0.480836	0.548364	-0.473010	0.366106	0.679447	-0.358311	0.281153	0.061387	-0.376499	0.384560	0.216688	-0.470882	0.381722	0.048536	-0.403347	0.458181	0.053943	-0.281926	0.293512	0.049102	-0.476860	0.460268	0.047712	-0.127448	0.598979	0.427845	-0.204285	0.640824	0.495792	-0.136925	0.619929	0.657938	-0.048867	0.572438	0.063150	-0.165250	0.607021	0.267885	-0.113031	0.710020	0.041918	-0.199592	0.656453	0.057322	-0.080672	0.495531	0.048526	-0.180324	0.731199	0.042958	-0.457069	0.258906	0.987240	-0.589601	0.420489	0.811084	-0.546564	0.586527	1.063512	NaN	NaN	NaN	NaN	NaN	NaN	-0.576070	0.500171	0.816523	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	-0.308854	0.284404	0.989656	-0.129321	0.430396	0.988082	-0.116581	0.501498	0.949750	-0.192974	0.342041	1.261630	-0.369968	0.512982	1.249694	-0.232531	0.274683	1.131891	-0.117700	0.392003	1.131846	-0.398742	0.554467	1.113126	-0.279942	0.445097	1.628907	-0.356843	0.545263	1.543114	-0.344758	0.368966	1.515862	-0.200881	0.474231	1.502065	-0.319892	0.224546	1.229714	-0.404845	0.264763	1.323496	-0.377459	0.206080	1.046408	-0.568497	0.428355	1.007737	-0.480152	0.402931	1.061575	-0.588445	0.477817	0.990129	-0.543846	0.509554	1.055779	-0.478926	0.507544	1.020311	-0.573628	0.540218	1.054581	-0.593283	0.511361	0.965398	-0.067623	0.472568	1.238024	-0.146709	0.508484	1.350612	-0.093581	0.658178	1.027843	-0.044776	0.536117	1.090930	-0.295834	0.704246	1.003501	-0.243913	0.616146	1.049498	-0.358142	0.699419	0.978142	-0.379024	0.673985	1.060070	-0.371400	0.620389	1.053925	-0.408680	0.657674	1.035896	-0.366789	0.662168	0.963563	-0.414024	0.339912	0.445263	-0.402900	0.481257	0.548342	-0.473257	0.366655	0.679511	-0.358306	0.281245	0.061469	-0.376635	0.384820	0.216572	-0.470861	0.381764	0.048538	-0.403346	0.458253	0.053866	-0.281899	0.293588	0.049167	-0.476835	0.460321	0.047622	-0.127312	0.598991	0.427836	-0.204068	0.640883	0.495816	-0.136672	0.619940	0.657956	-0.048888	0.572414	0.063148	-0.165176	0.607051	0.267909	-0.113035	0.710020	0.041934	-0.199581	0.656465	0.057336	-0.080699	0.495531	0.048512	-0.180324	0.731207	0.042969	-0.457956	0.260077	0.989176	-0.590105	0.427117	0.816910	-0.539633	0.588285	1.071126	NaN	NaN	NaN	NaN	NaN	NaN	-0.574061	0.506401	0.823128	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	-0.309072	0.284746	0.989790	-0.129426	0.430469	0.988202	-0.116533	0.501519	0.949830	-0.193218	0.342235	1.261691	-0.369938	0.513418	1.249782	-0.232851	0.274902	1.132009	-0.117938	0.392136	1.131924	-0.398728	0.554871	1.113181	-0.280210	0.445489	1.629012	-0.356965	0.545643	1.543166	-0.344962	0.369365	1.515895	-0.200989	0.474613	1.502192	-0.320498	0.224873	1.229964	-0.405323	0.265459	1.323878	-0.378547	0.205917	1.046990	-0.566705	0.431554	1.013120	-0.477802	0.403468	1.065612	-0.585820	0.481840	0.996531	-0.539387	0.511471	1.061888	-0.476126	0.506063	1.024468	-0.568532	0.543028	1.061290	-0.589333	0.515466	0.971792	-0.067681	0.472696	1.238199	-0.146770	0.508516	1.350794	-0.093005	0.658821	1.029643	-0.043833	0.536730	1.091635	-0.296305	0.702765	1.008319	-0.242670	0.614778	1.053465	-0.359182	0.696893	0.984221	-0.377937	0.671408	1.066611	-0.370270	0.619510	1.059186	-0.407946	0.654933	1.043150	-0.367042	0.659163	0.969972	-0.414392	0.340370	0.445200	-0.403024	0.481666	0.548296	-0.473475	0.367192	0.679537	-0.358305	0.281335	0.061514	-0.376755	0.385062	0.216458	-0.470848	0.381818	0.048530	-0.403347	0.458332	0.053764	-0.281886	0.293638	0.049219	-0.476841	0.460382	0.047535	-0.127156	0.599011	0.427828	-0.203838	0.640953	0.495830	-0.136403	0.619953	0.657966	-0.048884	0.572414	0.063121	-0.165097	0.607086	0.267916	-0.113037	0.710021	0.041918	-0.199585	0.656460	0.057339	-0.080662	0.495518	0.048529	-0.180338	0.731218	0.042964	-0.458392	0.261512	0.990706	-0.590011	0.433544	0.822439	-0.533098	0.589916	1.078300	NaN	NaN	NaN	NaN	NaN	NaN	-0.571946	0.512307	0.829567	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	-0.309361	0.285098	0.989818	-0.129498	0.430529	0.988340	-0.116479	0.501539	0.949888	-0.193460	0.342391	1.261730	-0.369871	0.513825	1.249914	-0.233232	0.275125	1.132057	-0.118162	0.392261	1.131998	-0.398700	0.555311	1.113273	-0.280437	0.445863	1.629100	-0.357090	0.546060	1.543224	-0.345071	0.369761	1.515883	-0.201079	0.474965	1.502366	-0.321580	0.225279	1.230078	-0.405735	0.266165	1.324296	-0.379803	0.205880	1.047645	-0.564443	0.434621	1.018019	-0.475682	0.404079	1.069358	-0.582615	0.485546	1.002185	-0.535137	0.513391	1.067566	-0.472432	0.506788	1.029536	-0.563554	0.545665	1.067689	-0.585587	0.519377	0.977816	-0.067723	0.472769	1.238347	-0.146799	0.508509	1.350955	-0.092456	0.659468	1.031435	-0.042859	0.537406	1.092418	-0.296635	0.701451	1.012890	-0.241247	0.613802	1.056723	-0.359986	0.694572	0.989895	-0.376725	0.668869	1.072603	-0.367919	0.616100	1.064961	-0.406985	0.652001	1.049555	-0.367030	0.656621	0.976057	-0.414777	0.340866	0.445144	-0.403141	0.482090	0.548289	-0.473682	0.367711	0.679545	-0.358287	0.281419	0.061601	-0.376866	0.385313	0.216383	-0.470815	0.381860	0.048538	-0.403344	0.458393	0.053683	-0.281849	0.293699	0.049277	-0.476831	0.460439	0.047464	-0.126988	0.598998	0.427819	-0.203594	0.641008	0.495834	-0.136124	0.619966	0.657993	-0.048866	0.572406	0.063114	-0.165000	0.607109	0.267947	-0.113040	0.710020	0.041928	-0.199574	0.656461	0.057348	-0.080678	0.495505	0.048502	-0.180325	0.731206	0.042973	-0.459043	0.262913	0.992189	-0.589745	0.439509	0.827699	-0.526651	0.591462	1.084849	NaN	NaN	NaN	NaN	NaN	NaN	-0.569748	0.517700	0.835688	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	-0.309627	0.285478	0.989880	-0.129586	0.430583	0.988467	-0.116432	0.501574	0.949948	-0.193688	0.342526	1.261743	-0.369782	0.514219	1.250038	-0.233588	0.275364	1.132110	-0.118365	0.392349	1.132065	-0.398645	0.555835	1.113401	-0.280661	0.446205	1.629184	-0.357215	0.546444	1.543265	-0.345180	0.370159	1.515868	-0.201167	0.475338	1.502537	-0.322444	0.225605	1.230315	-0.406148	0.266836	1.324692	-0.381663	0.206170	1.047781	-0.562345	0.437552	1.022625	-0.473785	0.404723	1.072834	-0.579652	0.488996	1.007511	-0.531203	0.515214	1.072912	-0.468645	0.507963	1.034549	-0.558810	0.548033	1.073489	-0.582080	0.523093	0.983366	-0.067772	0.472787	1.238461	-0.146817	0.508480	1.351105	-0.091885	0.660177	1.033102	-0.041869	0.538112	1.093134	-0.296804	0.700322	1.017192	-0.240006	0.613007	1.059726	-0.360519	0.692599	0.995205	-0.375633	0.666481	1.078149	-0.366228	0.613749	1.069838	-0.405947	0.649481	1.055428	-0.366822	0.654397	0.981386	-0.415154	0.341336	0.445118	-0.403238	0.482524	0.548280	-0.473800	0.368278	0.679468	-0.358278	0.281485	0.061658	-0.376942	0.385564	0.216272	-0.470793	0.381920	0.048526	-0.403350	0.458478	0.053578	-0.281857	0.293748	0.049311	-0.476832	0.460485	0.047362	-0.126801	0.599001	0.427802	-0.203334	0.641059	0.495827	-0.135833	0.619966	0.657991	-0.048853	0.572405	0.063097	-0.164910	0.607114	0.267942	-0.113032	0.710018	0.041919	-0.199570	0.656469	0.057350	-0.080663	0.495517	0.048491	-0.180330	0.731211	0.042978	-0.459979	0.264362	0.993782	-0.589201	0.445087	0.832688	-0.520518	0.592734	1.090772	NaN	NaN	NaN	NaN	NaN	NaN	-0.567340	0.522650	0.841306	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	-0.310030	0.285838	0.989840	-0.129666	0.430656	0.988597	-0.116364	0.501596	0.950043	-0.193935	0.342635	1.261756	-0.369667	0.514637	1.250189	-0.233989	0.275602	1.132171	-0.118598	0.392408	1.132109	-0.398577	0.556441	1.113606	-0.280876	0.446554	1.629257	-0.357315	0.546822	1.543275	-0.345292	0.370589	1.515862	-0.201249	0.475681	1.502689	-0.323269	0.225878	1.230596	-0.406554	0.267550	1.325074	-0.382679	0.206331	1.048195	-0.560420	0.440355	1.026848	-0.472170	0.405502	1.076129	-0.576764	0.492276	1.012258	-0.527538	0.516940	1.077722	-0.465403	0.508858	1.038976	-0.554378	0.550351	1.078775	-0.578704	0.526570	0.988574	-0.067782	0.472779	1.238574	-0.146797	0.508430	1.351233	-0.091312	0.660879	1.034640	-0.040940	0.538817	1.093809	-0.296875	0.699192	1.021105	-0.238571	0.612141	1.062352	-0.360902	0.690800	1.000051	-0.374323	0.664194	1.083022	-0.365373	0.612767	1.073936	-0.405083	0.647181	1.060758	-0.366490	0.652427	0.986194	-0.415396	0.341745	0.445047	-0.403300	0.482987	0.548272	-0.473808	0.368882	0.679285	-0.358277	0.281577	0.061738	-0.376997	0.385836	0.216200	-0.470759	0.381995	0.048546	-0.403337	0.458559	0.053493	-0.281931	0.293830	0.049570	-0.476818	0.460549	0.047294	-0.126622	0.599001	0.427770	-0.203079	0.641115	0.495823	-0.135550	0.619963	0.658017	-0.048839	0.572387	0.063080	-0.164807	0.607124	0.267950	-0.113017	0.710021	0.041935	-0.199547	0.656455	0.057373	-0.080637	0.495514	0.048473	-0.180315	0.731203	0.042985	-0.460391	0.266132	0.994898	-0.588485	0.450146	0.837435	-0.515170	0.593990	1.096501	NaN	NaN	NaN	NaN	NaN	NaN	-0.564900	0.527153	0.846539	NaN	NaN	NaN	
