NO_OF_FRAMES	2214
NO_OF_CAMERAS	0
NO_OF_MARKERS	46
FREQUENCY	120
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION--
TIME_STAMP--
DATA_INCLUDED	3D
MARKER_NAMES	Skeleton_01:WaistLFront	Skeleton_01:WaistRFront	Skeleton_01:WaistLBack	Skeleton_01:WaistRBack	Skeleton_01:BackTop	Skeleton_01:Chest	Skeleton_01:BackLeft	Skeleton_01:BackRight	Skeleton_01:HeadTop	Skeleton_01:HeadFront	Skeleton_01:HeadSide	Skeleton_01:LShoulderBack	Skeleton_01:LShoulderTop	Skeleton_01:LElbowOut	Skeleton_01:LUArmHigh	Skeleton_01:LHandOut	Skeleton_01:LWristOut	Skeleton_01:LWristIn	Skeleton_01:RShoulderBack	Skeleton_01:RShoulderTop	Skeleton_01:RElbowOut	Skeleton_01:RUArmHigh	Skeleton_01:RHandOut	Skeleton_01:RWristOut	Skeleton_01:RWristIn	Skeleton_01:LKneeOut	Skeleton_01:LThigh	Skeleton_01:LAnkleOut	Skeleton_01:LShin	Skeleton_01:LToeOut	Skeleton_01:LToeIn	Skeleton_01:RKneeOut	Skeleton_01:RThigh	Skeleton_01:RAnkleOut	Skeleton_01:RShin	Skeleton_01:RToeOut	Skeleton_01:RToeIn	Violin:Marker1	Violin:Marker2	Violin:Marker3	Violin:Marker4	Violin:Marker5	Violin:Marker6	Bow:Marker1	Bow:Marker2	Bow:Marker3	
-0.484663	0.589980	1.074048	-0.214283	0.620287	1.098490	-0.416953	0.397541	1.084795	-0.195760	0.431006	1.088685	-0.328910	0.361351	1.424258	-0.367281	0.608338	1.389942	-0.408493	0.347608	1.261690	-0.238071	0.369943	1.271216	-0.306763	0.542389	1.803344	-0.350809	0.648255	1.751684	-0.230456	0.565354	1.697272	-0.490540	0.349543	1.425235	-0.485650	0.427577	1.526903	-0.768672	0.364593	1.407645	-0.705127	0.391717	1.328360	-1.093592	0.402307	1.493659	-1.019358	0.406518	1.465251	-0.974280	0.460104	1.527602	-0.174736	0.375054	1.432646	-0.208661	0.469147	1.530806	0.082246	0.434752	1.356221	0.030729	0.448006	1.296950	0.407044	0.508286	1.350682	0.337688	0.506610	1.318974	0.324375	0.565809	1.386649	-0.512561	0.425139	0.444099	-0.463734	0.558533	0.571346	-0.451615	0.369056	0.059261	-0.451628	0.468550	0.226202	-0.521018	0.464475	0.043054	-0.450520	0.555414	0.052407	-0.143955	0.490395	0.469233	-0.230032	0.574700	0.504919	-0.196574	0.386073	0.074496	-0.203951	0.510012	0.346258	-0.136852	0.476870	0.039485	-0.240458	0.549120	0.050467	-1.078707	0.491686	1.672812	-1.008962	0.503040	1.581072	-0.993628	0.493171	1.179675	-1.123792	0.474006	1.657913	-1.128105	0.463303	1.590852	-1.197441	0.438524	1.066145	0.478841	0.689060	1.580289	0.505960	0.784074	1.737842	0.447563	0.618014	1.425913	
-0.484374	0.591037	1.074313	-0.213735	0.619744	1.098244	-0.418289	0.398208	1.084798	-0.196726	0.430114	1.088455	-0.328318	0.361550	1.424414	-0.366672	0.608440	1.389830	-0.408976	0.347998	1.261496	-0.237276	0.369126	1.271561	-0.307528	0.542659	1.803478	-0.351607	0.648504	1.751685	-0.230902	0.565866	1.697771	-0.489700	0.349622	1.424745	-0.485253	0.427648	1.526581	-0.767727	0.364074	1.406186	-0.703870	0.391318	1.327204	-1.092797	0.401890	1.492022	-1.018498	0.406103	1.463739	-0.973448	0.459614	1.526066	-0.174132	0.375336	1.433123	-0.208269	0.469493	1.531124	0.082892	0.435194	1.357105	0.031575	0.448357	1.297787	0.407801	0.508588	1.351392	0.338513	0.506906	1.319895	0.325234	0.566201	1.387489	-0.512985	0.425833	0.444091	-0.463798	0.559395	0.571271	-0.451692	0.369077	0.059284	-0.451738	0.468834	0.226188	-0.521024	0.464483	0.043053	-0.450644	0.555508	0.052428	-0.144238	0.489718	0.469177	-0.230077	0.574229	0.504927	-0.196696	0.386033	0.074416	-0.204083	0.509661	0.346240	-0.136856	0.476840	0.039488	-0.240482	0.549107	0.050448	-1.077463	0.490982	1.671259	-1.007934	0.502372	1.579438	-0.993911	0.493419	1.177878	-1.122570	0.473353	1.656479	-1.127118	0.462840	1.589424	-1.198142	0.439262	1.064883	0.481086	0.688673	1.580896	0.509382	0.783204	1.738531	0.448941	0.618124	1.426475	
-0.484062	0.592083	1.074607	-0.213171	0.619176	1.097995	-0.419553	0.398833	1.084802	-0.197662	0.429256	1.088292	-0.327724	0.361761	1.424569	-0.366107	0.608533	1.389723	-0.409466	0.348439	1.261413	-0.236489	0.368351	1.271894	-0.308259	0.542995	1.803616	-0.352343	0.648767	1.751678	-0.231247	0.566370	1.698209	-0.489036	0.349699	1.424395	-0.484854	0.427724	1.526259	-0.766860	0.363575	1.404845	-0.702878	0.390821	1.326092	-1.091923	0.401428	1.490358	-1.017743	0.405633	1.462159	-0.972702	0.459121	1.524551	-0.173579	0.375542	1.433570	-0.207876	0.469856	1.531439	0.083707	0.435632	1.358057	0.032499	0.448581	1.298619	0.408511	0.508987	1.352093	0.339242	0.507277	1.320674	0.325995	0.566595	1.388288	-0.513401	0.426530	0.444054	-0.463850	0.560185	0.571189	-0.451773	0.369110	0.059351	-0.451829	0.469146	0.226209	-0.521036	0.464515	0.043059	-0.450522	0.555470	0.052393	-0.144457	0.489153	0.469164	-0.230112	0.573831	0.504946	-0.196809	0.385975	0.074351	-0.204200	0.509410	0.346229	-0.136880	0.476815	0.039492	-0.240494	0.549104	0.050434	-1.076269	0.490216	1.669759	-1.007013	0.501685	1.577710	-0.994124	0.493607	1.176154	-1.121450	0.472781	1.655069	-1.126226	0.462333	1.588008	-1.198757	0.439998	1.063557	0.483247	0.688281	1.581559	0.512486	0.782323	1.739335	0.450114	0.618246	1.427149	
-0.483773	0.593149	1.074945	-0.212647	0.618600	1.097764	-0.420832	0.399504	1.084693	-0.198498	0.428440	1.088232	-0.327181	0.361946	1.424746	-0.365547	0.608609	1.389595	-0.409819	0.348923	1.261344	-0.235797	0.367530	1.272216	-0.308906	0.543363	1.803755	-0.352951	0.649029	1.751664	-0.231538	0.566832	1.698628	-0.488397	0.349719	1.424116	-0.484463	0.427781	1.525959	-0.766017	0.363076	1.403598	-0.701799	0.390464	1.325014	-1.091337	0.400909	1.488727	-1.016907	0.405137	1.460536	-0.971972	0.458594	1.523028	-0.173038	0.375762	1.433999	-0.207466	0.470183	1.531738	0.084439	0.436065	1.358809	0.033226	0.448893	1.299255	0.409142	0.509412	1.352843	0.339829	0.507705	1.321390	0.326633	0.567013	1.389084	-0.513799	0.427158	0.443967	-0.463892	0.560979	0.571077	-0.451836	0.369126	0.059387	-0.451911	0.469414	0.226168	-0.521037	0.464532	0.043071	-0.450631	0.555567	0.052400	-0.144683	0.488665	0.469178	-0.230114	0.573501	0.504975	-0.196920	0.385930	0.074315	-0.204300	0.509172	0.346204	-0.136885	0.476803	0.039500	-0.240503	0.549084	0.050413	-1.075171	0.489451	1.668192	-1.006128	0.501025	1.575972	-0.994301	0.493702	1.174347	-1.120445	0.472062	1.653571	-1.125450	0.461788	1.586513	-1.199332	0.440860	1.062247	0.485129	0.687898	1.582298	0.515425	0.781378	1.740186	0.451095	0.618395	1.427801	
-0.483515	0.593982	1.075174	-0.212141	0.618038	1.097536	-0.421986	0.400167	1.084695	-0.199369	0.427613	1.088202	-0.326618	0.362157	1.424948	-0.365014	0.608719	1.389501	-0.410221	0.349547	1.261242	-0.235135	0.366631	1.272531	-0.309418	0.543714	1.803894	-0.353457	0.649316	1.751655	-0.231794	0.567298	1.699026	-0.487813	0.349741	1.423910	-0.484105	0.427852	1.525698	-0.765082	0.362573	1.402356	-0.700658	0.389887	1.324072	-1.090655	0.400395	1.487058	-1.016228	0.404608	1.458995	-0.971385	0.458055	1.521505	-0.172548	0.375988	1.434429	-0.207090	0.470476	1.531997	0.085017	0.436380	1.359404	0.033809	0.449194	1.299752	0.409805	0.509921	1.353591	0.340359	0.508190	1.322085	0.327197	0.567453	1.389831	-0.514204	0.427858	0.443974	-0.463940	0.561844	0.571039	-0.451896	0.369185	0.059435	-0.451976	0.469718	0.226190	-0.521034	0.464573	0.043076	-0.450514	0.555529	0.052368	-0.144892	0.488268	0.469217	-0.230116	0.573270	0.505031	-0.196999	0.385894	0.074255	-0.204382	0.509008	0.346211	-0.136894	0.476779	0.039508	-0.240515	0.549075	0.050394	-1.074260	0.488667	1.666791	-1.005364	0.500230	1.574263	-0.994413	0.493802	1.172684	-1.119541	0.471348	1.652102	-1.124698	0.461289	1.585027	-1.199841	0.441699	1.060877	0.486793	0.687572	1.583095	0.517970	0.780456	1.741154	0.452017	0.618610	1.428498	
-0.483227	0.594840	1.075460	-0.211697	0.617467	1.097378	-0.423111	0.400797	1.084650	-0.200270	0.426788	1.088201	-0.326147	0.362378	1.425097	-0.364535	0.608834	1.389428	-0.410664	0.350262	1.261062	-0.234567	0.365836	1.272833	-0.309884	0.544088	1.804018	-0.353947	0.649654	1.751632	-0.231995	0.567718	1.699342	-0.487292	0.349767	1.423725	-0.483759	0.427933	1.525477	-0.764335	0.362051	1.401329	-0.699758	0.389510	1.323214	-1.090091	0.399827	1.485388	-1.015667	0.404025	1.457436	-0.970858	0.457463	1.520030	-0.172109	0.376153	1.434822	-0.206735	0.470761	1.532229	0.085554	0.436708	1.359902	0.034468	0.449397	1.300260	0.410328	0.510393	1.354283	0.340906	0.508687	1.322840	0.327634	0.567889	1.390566	-0.514587	0.428539	0.443965	-0.464003	0.562647	0.570973	-0.451952	0.369199	0.059507	-0.452052	0.469993	0.226147	-0.521030	0.464584	0.043062	-0.450614	0.555626	0.052370	-0.145075	0.487947	0.469255	-0.230113	0.573116	0.505102	-0.197049	0.385891	0.074254	-0.204463	0.508871	0.346204	-0.136897	0.476763	0.039504	-0.240522	0.549075	0.050403	-1.073400	0.487690	1.665093	-1.004700	0.499344	1.572603	-0.994518	0.493814	1.170981	-1.118803	0.470656	1.650596	-1.124102	0.460725	1.583543	-1.200305	0.442498	1.059471	0.488305	0.687278	1.583905	0.520217	0.779533	1.742146	0.452822	0.618829	1.429242	
-0.483023	0.595647	1.075765	-0.211313	0.616911	1.097222	-0.424217	0.401391	1.084641	-0.201066	0.426068	1.088188	-0.325738	0.362612	1.425184	-0.364064	0.608939	1.389394	-0.410928	0.350950	1.260899	-0.234093	0.365096	1.273145	-0.310272	0.544502	1.804140	-0.354325	0.649981	1.751594	-0.232187	0.568129	1.699630	-0.486751	0.349823	1.423561	-0.483419	0.428012	1.525285	-0.763679	0.361465	1.400416	-0.698925	0.389101	1.322290	-1.089528	0.399296	1.483673	-1.015062	0.403433	1.455983	-0.970470	0.456825	1.518617	-0.171684	0.376326	1.435184	-0.206410	0.471030	1.532460	0.085980	0.437006	1.360340	0.035035	0.449469	1.300748	0.410721	0.510977	1.354973	0.341332	0.509177	1.323593	0.327973	0.568328	1.391237	-0.514962	0.429190	0.443944	-0.464046	0.563391	0.570915	-0.452007	0.369237	0.059543	-0.452118	0.470269	0.226170	-0.521034	0.464615	0.043077	-0.450607	0.555662	0.052366	-0.145263	0.487675	0.469301	-0.230122	0.573029	0.505189	-0.197096	0.385874	0.074231	-0.204553	0.508805	0.346227	-0.136904	0.476775	0.039522	-0.240518	0.549087	0.050399	-1.072775	0.486875	1.663677	-1.004166	0.498436	1.571062	-0.994590	0.493800	1.169360	-1.118201	0.469902	1.649067	-1.123644	0.460133	1.581972	-1.200661	0.443361	1.057994	0.489542	0.686999	1.584732	0.522080	0.778682	1.743231	0.453413	0.619121	1.430025	
-0.482853	0.596267	1.076039	-0.210987	0.616429	1.097093	-0.425173	0.401874	1.084678	-0.201843	0.425397	1.088156	-0.325354	0.362849	1.425295	-0.363658	0.609036	1.389364	-0.410882	0.351563	1.260752	-0.234244	0.364469	1.273434	-0.310575	0.544899	1.804234	-0.354596	0.650327	1.751538	-0.232275	0.568562	1.699895	-0.486136	0.349856	1.423434	-0.483134	0.428103	1.525137	-0.762989	0.360971	1.399523	-0.698050	0.388486	1.321536	-1.089162	0.398618	1.482109	-1.014572	0.402724	1.454517	-0.970165	0.456281	1.517196	-0.171309	0.376430	1.435501	-0.206128	0.471273	1.532668	0.086449	0.437211	1.360798	0.035498	0.449506	1.301116	0.411053	0.511599	1.355604	0.341725	0.509629	1.324165	0.328214	0.568779	1.391857	-0.515297	0.429749	0.443920	-0.464107	0.563983	0.570845	-0.452072	0.369264	0.059609	-0.452197	0.470510	0.226154	-0.521032	0.464641	0.043077	-0.450607	0.555674	0.052343	-0.145440	0.487492	0.469373	-0.230128	0.572986	0.505260	-0.197142	0.385879	0.074256	-0.204634	0.508760	0.346256	-0.136903	0.476768	0.039527	-0.240525	0.549095	0.050413	-1.072226	0.485916	1.662030	-1.003775	0.497574	1.569487	-0.994623	0.493756	1.167748	-1.117801	0.469191	1.647571	-1.123318	0.459558	1.580474	-1.200974	0.444112	1.056573	0.490464	0.686740	1.585591	0.523544	0.777907	1.744344	0.453642	0.619592	1.430664	
-0.482682	0.596875	1.076357	-0.210718	0.616007	1.096975	-0.426065	0.402315	1.084697	-0.202593	0.424771	1.088068	-0.325092	0.363081	1.425456	-0.363274	0.609118	1.389329	-0.410685	0.352198	1.260696	-0.234726	0.364092	1.273564	-0.310777	0.545310	1.804328	-0.354764	0.650675	1.751472	-0.232311	0.568990	1.700119	-0.485614	0.349874	1.423379	-0.482865	0.428181	1.525031	-0.762367	0.360498	1.398791	-0.697331	0.388026	1.320886	-1.088814	0.397829	1.480570	-1.014245	0.402102	1.453102	-0.969935	0.455695	1.515953	-0.170988	0.376501	1.435778	-0.205862	0.471489	1.532838	0.086824	0.437377	1.361123	0.035862	0.449570	1.301390	0.411267	0.512263	1.356241	0.342065	0.510227	1.324715	0.328381	0.569277	1.392460	-0.515622	0.430323	0.443928	-0.464155	0.564592	0.570774	-0.452107	0.369295	0.059650	-0.452266	0.470763	0.226158	-0.521026	0.464674	0.043105	-0.450600	0.555715	0.052335	-0.145598	0.487366	0.469459	-0.230145	0.573003	0.505328	-0.197177	0.385875	0.074252	-0.204716	0.508740	0.346271	-0.136923	0.476775	0.039541	-0.240539	0.549098	0.050392	-1.071923	0.484900	1.660571	-1.003430	0.496654	1.567866	-0.994634	0.493694	1.166237	-1.117491	0.468403	1.646093	-1.123119	0.458904	1.578949	-1.201174	0.444799	1.055029	0.491136	0.686616	1.586434	0.524555	0.777184	1.745439	0.453906	0.620047	1.431337	
-0.482638	0.597574	1.076731	-0.210516	0.615638	1.096885	-0.426865	0.402731	1.084706	-0.203219	0.424263	1.087942	-0.324915	0.363271	1.425633	-0.362968	0.609198	1.389291	-0.410471	0.352752	1.260630	-0.234964	0.363883	1.273404	-0.310907	0.545736	1.804381	-0.354835	0.651010	1.751386	-0.232300	0.569340	1.700273	-0.485144	0.349869	1.423356	-0.482625	0.428291	1.524968	-0.761811	0.360057	1.398175	-0.696702	0.387628	1.320391	-1.088529	0.397044	1.479098	-1.013826	0.401386	1.451864	-0.969815	0.455103	1.514627	-0.170685	0.376597	1.436010	-0.205634	0.471650	1.532980	0.087143	0.437488	1.361342	0.036132	0.449629	1.301546	0.411475	0.512984	1.356784	0.342289	0.510769	1.325175	0.328444	0.569760	1.392990	-0.515872	0.430800	0.443877	-0.464198	0.565130	0.570740	-0.452140	0.369311	0.059698	-0.452337	0.470960	0.226117	-0.521034	0.464685	0.043097	-0.450597	0.555725	0.052319	-0.145754	0.487291	0.469514	-0.230165	0.573048	0.505403	-0.197199	0.385899	0.074293	-0.204802	0.508762	0.346272	-0.136929	0.476787	0.039552	-0.240537	0.549088	0.050366	-1.071753	0.483970	1.659105	-1.003277	0.495699	1.566439	-0.994613	0.493628	1.164777	-1.117337	0.467560	1.644585	-1.123002	0.458244	1.577466	-1.201341	0.445429	1.053549	0.491491	0.686616	1.587278	0.525199	0.776578	1.746535	0.454067	0.620525	1.432001	
