NO_OF_FRAMES	128
NO_OF_CAMERAS	0
NO_OF_MARKERS	14
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	--
DATA_INCLUDED	3D
MARKER_NAMES	S01_LFHD	S01_RFHD	S01_OZ	S01_C7	S01_LSHO	S01_RSHO	S01_LELB	S01_RELB	S01_LWRB	S01_RWRB	S01_IVIBoUp	S01_IVIBoLo	S01_IVISc	S01_SACR	
Frame	Time	S01_LFHD X	S01_LFHD Y	S01_LFHD Z	S01_RFHD X	S01_RFHD Y	S01_RFHD Z	S01_OZ X	S01_OZ Y	S01_OZ Z	S01_C7 X	S01_C7 Y	S01_C7 Z	S01_LSHO X	S01_LSHO Y	S01_LSHO Z	S01_RSHO X	S01_RSHO Y	S01_RSHO Z	S01_LELB X	S01_LELB Y	S01_LELB Z	S01_RELB X	S01_RELB Y	S01_RELB Z	S01_LWRB X	S01_LWRB Y	S01_LWRB Z	S01_RWRB X	S01_RWRB Y	S01_RWRB Z	S01_IVIBoUp X	S01_IVIBoUp Y	S01_IVIBoUp Z	S01_IVIBoLo X	S01_IVIBoLo Y	S01_IVIBoLo Z	S01_IVISc X	S01_IVISc Y	S01_IVISc Z	S01_SACR X	S01_SACR Y	S01_SACR Z	
42	0.42000	418.142	1017.260	1227.442	321.321	1047.766	1258.195	456.116	1255.812	1230.865	481.304	1254.385	1141.568	552.525	1020.628	1035.328	297.914	1397.080	1108.537	491.171	948.901	728.085	67.485	1329.657	812.377	363.661	855.662	876.566	96.522	1109.140	886.324	233.526	840.915	1487.539	198.947	1034.950	760.698	435.479	593.880	923.894	545.406	1408.026	595.549
43	0.43000	418.153	1017.499	1227.509	321.286	1047.950	1258.304	455.893	1256.059	1230.845	481.103	1254.541	1141.558	552.197	1020.721	1035.344	297.859	1397.326	1108.462	490.886	949.222	728.019	67.245	1330.389	812.294	363.334	855.908	876.396	96.074	1109.715	885.975	235.605	840.261	1486.197	197.862	1035.668	759.857	435.017	594.087	923.532	545.352	1408.018	595.542
44	0.44000	418.185	1017.754	1227.569	321.245	1048.152	1258.429	455.644	1256.329	1230.802	480.899	1254.700	1141.556	551.850	1020.815	1035.363	297.769	1397.560	1108.392	490.610	949.529	727.961	66.954	1331.129	812.243	363.001	856.171	876.237	95.617	1110.293	885.621	237.723	839.431	1484.842	196.768	1036.387	759.056	434.551	594.298	923.199	545.298	1408.008	595.534
45	0.45000	418.233	1018.025	1227.625	321.199	1048.371	1258.572	455.371	1256.627	1230.738	480.695	1254.861	1141.560	551.493	1020.910	1035.387	297.655	1397.792	1108.323	490.347	949.810	727.912	66.621	1331.866	812.217	362.655	856.451	876.089	95.152	1110.878	885.267	239.855	838.449	1483.459	195.675	1037.115	758.281	434.092	594.515	922.902	545.244	1407.995	595.525
46	0.46000	418.273	1018.312	1227.687	321.143	1048.610	1258.726	455.086	1256.953	1230.658	480.489	1255.024	1141.569	551.135	1021.007	1035.418	297.527	1398.027	1108.256	490.099	950.054	727.869	66.260	1332.594	812.219	362.293	856.742	875.957	94.674	1111.472	884.921	241.971	837.359	1482.019	194.584	1037.863	757.506	433.635	594.736	922.638	545.190	1407.978	595.518
47	0.47000	418.272	1018.614	1227.772	321.073	1048.872	1258.880	454.800	1257.301	1230.577	480.281	1255.192	1141.579	550.783	1021.105	1035.460	297.395	1398.273	1108.192	489.865	950.259	727.831	65.867	1333.318	812.251	361.915	857.035	875.843	94.180	1112.077	884.596	244.051	836.199	1480.492	193.494	1038.642	756.709	433.168	594.961	922.402	545.136	1407.958	595.511
48	0.48000	418.206	1018.932	1227.891	320.983	1049.160	1259.025	454.524	1257.662	1230.506	480.066	1255.365	1141.586	550.444	1021.202	1035.522	297.261	1398.536	1108.130	489.632	950.436	727.800	65.430	1334.048	812.321	361.522	857.321	875.748	93.662	1112.693	884.299	246.094	834.993	1478.859	192.398	1039.459	755.876	432.673	595.187	922.187	545.077	1407.939	595.504
49	0.49000	418.073	1019.266	1228.041	320.873	1049.472	1259.157	454.263	1258.028	1230.455	479.843	1255.547	1141.589	550.127	1021.292	1035.612	297.129	1398.823	1108.064	489.385	950.606	727.777	64.939	1334.788	812.434	361.123	857.596	875.668	93.118	1113.321	884.037	248.120	833.750	1477.119	191.290	1040.313	755.007	432.134	595.412	921.994	545.011	1407.924	595.496
50	0.50000	417.893	1019.619	1228.214	320.745	1049.803	1259.279	454.018	1258.398	1230.427	479.610	1255.740	1141.585	549.840	1021.373	1035.739	297.000	1399.136	1107.987	489.114	950.787	727.765	64.395	1335.542	812.593	360.723	857.865	875.597	92.547	1113.959	883.807	250.158	832.473	1475.286	190.165	1041.198	754.115	431.542	595.632	921.828	544.936	1407.917	595.486
51	0.51000	417.694	1019.994	1228.397	320.603	1050.149	1259.402	453.782	1258.776	1230.420	479.365	1255.945	1141.574	549.583	1021.444	1035.900	296.872	1399.470	1107.899	488.822	950.985	727.770	63.809	1336.312	812.798	360.327	858.132	875.530	91.952	1114.608	883.603	252.237	831.174	1473.391	189.019	1042.107	753.221	430.896	595.845	921.698	544.853	1407.917	595.472
52	0.52000	417.499	1020.388	1228.585	320.449	1050.505	1259.540	453.547	1259.168	1230.422	479.109	1256.162	1141.553	549.338	1021.512	1036.075	296.742	1399.812	1107.808	488.517	951.193	727.792	63.190	1337.098	813.041	359.935	858.399	875.466	91.339	1115.267	883.418	254.376	829.872	1471.475	187.847	1043.035	752.354	430.208	596.051	921.612	544.762	1407.924	595.455
53	0.53000	417.315	1020.798	1228.780	320.286	1050.870	1259.707	453.306	1259.582	1230.419	478.843	1256.389	1141.523	549.077	1021.588	1036.239	296.611	1400.151	1107.727	488.212	951.401	727.833	62.544	1337.895	813.314	359.544	858.661	875.408	90.715	1115.939	883.244	256.588	828.581	1469.576	186.640	1043.981	751.541	429.497	596.254	921.579	544.667	1407.934	595.434
54	0.54000	417.136	1021.219	1228.983	320.110	1051.250	1259.912	453.053	1260.021	1230.398	478.572	1256.619	1141.487	548.778	1021.682	1036.377	296.479	1400.476	1107.663	487.913	951.598	727.890	61.877	1338.703	813.609	359.148	858.915	875.360	90.089	1116.627	883.077	258.880	827.311	1467.717	185.387	1044.942	750.804	428.786	596.455	921.598	544.570	1407.948	595.409
55	0.55000	416.955	1021.648	1229.198	319.916	1051.655	1260.154	452.787	1260.483	1230.348	478.296	1256.849	1141.452	548.435	1021.794	1036.496	296.345	1400.784	1107.618	487.624	951.778	727.960	61.189	1339.521	813.924	358.745	859.157	875.326	89.465	1117.331	882.915	261.259	826.072	1465.902	184.071	1045.916	750.151	428.087	596.658	921.658	544.471	1407.963	595.384
56	0.56000	416.761	1022.086	1229.428	319.694	1052.096	1260.426	452.512	1260.962	1230.274	478.014	1257.076	1141.423	548.049	1021.919	1036.604	296.207	1401.081	1107.591	487.346	951.940	728.041	60.481	1340.351	814.269	358.334	859.387	875.309	88.841	1118.042	882.761	263.732	824.872	1464.123	182.676	1046.894	749.567	427.399	596.865	921.743	544.373	1407.980	595.362
57	0.57000	416.544	1022.536	1229.679	319.443	1052.571	1260.715	452.235	1261.449	1230.192	477.727	1257.301	1141.403	547.623	1022.050	1036.708	296.064	1401.384	1107.578	487.078	952.090	728.129	59.750	1341.193	814.661	357.915	859.615	875.308	88.201	1118.743	882.631	266.309	823.721	1462.368	181.183	1047.871	749.033	426.719	597.081	921.836	544.278	1407.996	595.344
58	0.58000	416.292	1022.997	1229.958	319.170	1053.062	1261.008	451.960	1261.937	1230.120	477.431	1257.527	1141.393	547.163	1022.185	1036.816	295.918	1401.710	1107.570	486.817	952.238	728.224	58.989	1342.046	815.114	357.490	859.848	875.323	87.521	1119.407	882.545	268.998	822.631	1460.621	179.571	1048.841	748.524	426.040	597.306	921.927	544.189	1408.010	595.331
59	0.59000	416.002	1023.469	1230.267	318.897	1053.528	1261.298	451.684	1262.426	1230.072	477.126	1257.758	1141.391	546.675	1022.323	1036.935	295.774	1402.069	1107.558	486.554	952.389	728.325	58.192	1342.903	815.624	357.057	860.090	875.354	86.780	1120.016	882.521	271.802	821.610	1458.870	177.820	1049.809	748.020	425.357	597.539	922.014	544.107	1408.020	595.320
60	0.60000	415.685	1023.951	1230.594	318.654	1053.921	1261.584	451.393	1262.918	1230.048	476.808	1257.998	1141.393	546.168	1022.467	1037.071	295.629	1402.454	1107.535	486.280	952.549	728.431	57.351	1343.755	816.172	356.609	860.345	875.399	85.968	1120.575	882.566	274.721	820.662	1457.102	175.921	1050.788	747.504	424.666	597.780	922.101	544.033	1408.028	595.311
61	0.61000	415.359	1024.443	1230.924	318.473	1054.193	1261.875	451.070	1263.421	1230.044	476.478	1258.250	1141.396	545.648	1022.615	1037.226	295.478	1402.848	1107.502	485.982	952.721	728.541	56.465	1344.593	816.739	356.142	860.612	875.457	85.090	1121.105	882.682	277.743	819.780	1455.305	173.891	1051.796	746.965	423.965	598.027	922.195	543.965	1408.036	595.303
62	0.62000	415.034	1024.948	1231.245	318.367	1054.325	1262.180	450.694	1263.941	1230.048	476.132	1258.515	1141.400	545.118	1022.767	1037.395	295.317	1403.233	1107.471	485.648	952.904	728.654	55.546	1345.420	817.321	355.654	860.891	875.524	84.159	1121.637	882.869	280.851	818.951	1453.464	171.787	1052.849	746.411	423.256	598.279	922.302	543.900	1408.047	595.296
63	0.63000	414.710	1025.465	1231.552	318.304	1054.370	1262.503	450.251	1264.483	1230.051	475.770	1258.792	1141.405	544.578	1022.921	1037.567	295.144	1403.603	1107.454	485.269	953.098	728.765	54.605	1346.242	817.926	355.146	861.177	875.600	83.198	1122.198	883.127	284.024	818.157	1451.564	169.683	1053.957	745.865	422.539	598.531	922.426	543.836	1408.063	595.288
64	0.64000	414.380	1025.993	1231.855	318.178	1054.487	1262.827	449.737	1265.049	1230.054	475.390	1259.074	1141.411	544.026	1023.077	1037.735	294.964	1403.961	1107.453	484.828	953.308	728.871	53.645	1347.066	818.563	354.620	861.465	875.684	82.225	1122.808	883.453	287.252	817.378	1449.596	167.617	1055.122	745.348	421.809	598.786	922.567	543.771	1408.087	595.280
65	0.65000	414.032	1026.528	1232.168	317.834	1054.908	1263.121	449.158	1265.633	1230.059	474.992	1259.357	1141.422	543.459	1023.233	1037.897	294.779	1404.310	1107.460	484.307	953.549	728.969	52.656	1347.886	819.242	354.080	861.745	875.776	81.250	1123.474	883.847	290.538	816.600	1447.558	165.586	1056.334	744.876	421.059	599.044	922.721	543.703	1408.119	595.271
66	0.66000	413.659	1027.066	1232.504	317.150	1055.800	1263.354	448.519	1266.225	1230.071	474.576	1259.636	1141.435	542.871	1023.393	1038.054	294.587	1404.649	1107.464	483.685	953.843	729.065	51.619	1348.695	819.972	353.527	862.009	875.880	80.272	1124.196	884.308	293.890	815.816	1445.464	163.569	1057.580	744.453	420.281	599.304	922.882	543.634	1408.158	595.261
