NO_OF_FRAMES	173
NO_OF_CAMERAS	0
NO_OF_MARKERS	14
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	--
DATA_INCLUDED	3D
MARKER_NAMES	S01_LFHD	S01_RFHD	S01_OZ	S01_C7	S01_LSHO	S01_RSHO	S01_LELB	S01_RELB	S01_LWRB	S01_RWRB	S01_IVIBoUp	S01_IVIBoLo	S01_IVISc	S01_SACR	
Frame	Time	S01_LFHD X	S01_LFHD Y	S01_LFHD Z	S01_RFHD X	S01_RFHD Y	S01_RFHD Z	S01_OZ X	S01_OZ Y	S01_OZ Z	S01_C7 X	S01_C7 Y	S01_C7 Z	S01_LSHO X	S01_LSHO Y	S01_LSHO Z	S01_RSHO X	S01_RSHO Y	S01_RSHO Z	S01_LELB X	S01_LELB Y	S01_LELB Z	S01_RELB X	S01_RELB Y	S01_RELB Z	S01_LWRB X	S01_LWRB Y	S01_LWRB Z	S01_RWRB X	S01_RWRB Y	S01_RWRB Z	S01_IVIBoUp X	S01_IVIBoUp Y	S01_IVIBoUp Z	S01_IVIBoLo X	S01_IVIBoLo Y	S01_IVIBoLo Z	S01_IVISc X	S01_IVISc Y	S01_IVISc Z	S01_SACR X	S01_SACR Y	S01_SACR Z	
11	0.11000	524.867	1048.758	1236.659	418.696	1029.040	1251.284	445.538	1280.322	1220.957	501.125	1295.185	1128.316	645.632	1082.606	1026.971	273.844	1373.286	1097.510	646.789	1012.940	702.751	86.408	1191.910	836.868	555.713	838.854	806.322	221.694	1027.139	928.996	715.905	953.887	1401.615	276.323	956.554	791.067	677.256	661.124	855.842	544.563	1449.290	591.496
12	0.12000	525.358	1048.006	1236.305	419.232	1028.110	1250.821	445.608	1279.459	1221.017	501.252	1294.491	1128.308	646.055	1082.279	1026.683	273.885	1372.312	1097.637	647.338	1013.022	702.390	86.557	1191.217	836.855	556.472	838.913	805.609	222.044	1026.413	928.608	716.577	954.144	1400.844	277.091	956.771	790.219	678.334	661.061	854.908	544.537	1449.277	591.599
13	0.13000	525.837	1047.232	1235.930	419.754	1027.167	1250.341	445.687	1278.588	1221.084	501.374	1293.789	1128.298	646.473	1081.937	1026.395	273.929	1371.339	1097.752	647.883	1013.103	702.025	86.683	1190.480	836.820	557.187	839.006	804.904	222.374	1025.672	928.194	717.261	954.331	1400.076	277.809	957.099	789.360	679.385	660.998	853.939	544.507	1449.268	591.698
14	0.14000	526.311	1046.452	1235.542	420.276	1026.203	1249.867	445.757	1277.707	1221.149	501.493	1293.083	1128.287	646.881	1081.576	1026.107	273.974	1370.365	1097.856	648.425	1013.180	701.661	86.797	1189.710	836.760	557.864	839.121	804.206	222.696	1024.913	927.761	717.960	954.440	1399.322	278.438	957.316	788.570	680.400	660.929	852.947	544.473	1449.257	591.794
15	0.15000	526.789	1045.674	1235.143	420.813	1025.217	1249.414	445.802	1276.814	1221.205	501.607	1292.376	1128.277	647.277	1081.198	1025.817	274.020	1369.388	1097.951	648.967	1013.254	701.304	86.909	1188.925	836.675	558.519	839.229	803.521	223.019	1024.140	927.313	718.665	954.464	1398.596	278.977	957.334	787.882	681.371	660.856	851.949	544.438	1449.241	591.890
16	0.16000	527.275	1044.903	1234.738	421.370	1024.213	1248.983	445.812	1275.909	1221.247	501.717	1291.674	1128.266	647.662	1080.806	1025.531	274.066	1368.409	1098.042	649.507	1013.335	700.950	87.026	1188.141	836.572	559.168	839.309	802.850	223.351	1023.357	926.851	719.360	954.399	1397.911	279.448	957.157	787.293	682.298	660.784	850.959	544.405	1449.218	591.988
17	0.17000	527.777	1044.144	1234.330	421.951	1023.194	1248.556	445.785	1274.995	1221.273	501.826	1290.975	1128.254	648.039	1080.406	1025.256	274.116	1367.432	1098.130	650.039	1013.432	700.589	87.153	1187.372	836.460	559.822	839.361	802.189	223.697	1022.571	926.381	720.023	954.252	1397.280	279.881	956.827	786.780	683.188	660.721	849.987	544.374	1449.183	592.092
18	0.18000	528.301	1043.404	1233.926	422.552	1022.152	1248.112	445.724	1274.077	1221.281	501.939	1290.270	1128.241	648.406	1080.000	1024.995	274.171	1366.460	1098.218	650.559	1013.553	700.212	87.294	1186.627	836.350	560.485	839.394	801.535	224.058	1021.787	925.912	720.635	954.042	1396.702	280.295	956.392	786.313	684.050	660.669	849.035	544.349	1449.134	592.202
19	0.19000	528.850	1042.687	1233.526	423.165	1021.073	1247.627	445.633	1273.154	1221.275	502.068	1289.545	1128.227	648.763	1079.593	1024.743	274.235	1365.498	1098.311	651.072	1013.695	699.818	87.454	1185.913	836.251	561.155	839.415	800.882	224.435	1021.007	925.449	721.182	953.793	1396.173	280.701	955.891	785.861	684.893	660.630	848.092	544.335	1449.064	592.314
20	0.20000	529.422	1041.993	1233.129	423.780	1019.937	1247.081	445.516	1272.222	1221.257	502.225	1288.788	1128.206	649.111	1079.182	1024.492	274.308	1364.545	1098.417	651.587	1013.852	699.415	87.636	1185.220	836.167	561.827	839.428	800.215	224.825	1020.224	924.995	721.667	953.526	1395.682	281.101	955.360	785.397	685.728	660.601	847.146	544.335	1448.972	592.426
21	0.21000	530.009	1041.312	1232.732	424.381	1018.727	1246.470	445.380	1271.276	1221.227	502.421	1287.989	1128.172	649.454	1078.765	1024.231	274.389	1363.602	1098.538	652.115	1014.010	699.007	87.834	1184.518	836.100	562.490	839.439	799.523	225.227	1019.431	924.547	722.108	953.251	1395.216	281.503	954.818	784.909	686.560	660.577	846.181	544.347	1448.860	592.538
22	0.22000	530.598	1040.634	1232.337	424.957	1017.449	1245.809	445.239	1270.319	1221.192	502.656	1287.149	1128.120	649.799	1078.340	1023.958	274.477	1362.663	1098.671	652.655	1014.166	698.585	88.040	1183.767	836.053	563.136	839.450	798.815	225.637	1018.618	924.106	722.533	952.969	1394.757	281.920	954.272	784.391	687.396	660.560	845.179	544.361	1448.740	592.653
23	0.23000	531.176	1039.948	1231.952	425.508	1016.141	1245.138	445.107	1269.357	1221.158	502.915	1286.284	1128.056	650.153	1077.908	1023.676	274.572	1361.724	1098.811	653.199	1014.321	698.135	88.245	1182.944	836.025	563.753	839.452	798.124	226.052	1017.780	923.675	722.975	952.681	1394.285	282.364	953.718	783.851	688.244	660.554	844.131	544.365	1448.623	592.772
24	0.24000	531.734	1039.253	1231.586	426.043	1014.867	1244.503	444.994	1268.393	1221.133	503.178	1285.423	1127.992	650.525	1077.477	1023.396	274.674	1360.778	1098.951	653.728	1014.481	697.654	88.448	1182.055	836.011	564.334	839.425	797.496	226.469	1016.915	923.258	723.471	952.385	1393.781	282.839	953.151	783.300	689.111	660.565	843.037	544.343	1448.520	592.897
25	0.25000	532.268	1038.551	1231.247	426.572	1013.674	1243.924	444.902	1267.428	1221.114	503.432	1284.588	1127.936	650.923	1077.058	1023.125	274.786	1359.821	1099.082	654.223	1014.651	697.156	88.652	1181.123	836.006	564.867	839.355	796.977	226.889	1016.023	922.860	724.054	952.083	1393.223	283.338	952.572	782.752	690.007	660.598	841.910	544.288	1448.436	593.026
26	0.26000	532.782	1037.847	1230.935	427.102	1012.574	1243.395	444.826	1266.463	1221.098	503.679	1283.790	1127.886	651.351	1076.657	1022.862	274.909	1358.847	1099.205	654.669	1014.836	696.669	88.861	1180.174	836.006	565.340	839.257	796.584	227.319	1015.111	922.484	724.751	951.770	1392.591	283.845	951.980	782.214	690.934	660.655	840.760	544.208	1448.359	593.162
27	0.27000	533.286	1037.143	1230.647	427.643	1011.550	1242.904	444.754	1265.502	1221.078	503.930	1283.025	1127.837	651.811	1076.281	1022.600	275.042	1357.856	1099.324	655.061	1015.035	696.213	89.080	1179.226	836.011	565.745	839.196	796.289	227.768	1014.193	922.139	725.579	951.433	1391.872	284.345	951.367	781.694	691.891	660.737	839.597	544.128	1448.266	593.312
28	0.28000	533.798	1036.445	1230.382	428.214	1010.573	1242.450	444.668	1264.547	1221.049	504.198	1282.282	1127.784	652.300	1075.926	1022.330	275.182	1356.850	1099.446	655.407	1015.251	695.789	89.318	1178.287	836.025	   NaN	   NaN	   NaN	228.243	1013.279	921.828	726.535	951.056	1391.064	284.832	950.724	781.199	692.870	660.840	838.426	544.091	1448.106	593.494
29	0.29000	534.339	1035.762	1230.143	428.836	1009.618	1242.041	444.544	1263.593	1221.001	504.487	1281.547	1127.725	652.807	1075.591	1022.044	275.328	1355.835	1099.578	655.718	1015.483	695.381	89.579	1177.354	836.049	   NaN	   NaN	   NaN	228.750	1012.376	921.552	727.608	950.617	1390.185	285.308	950.042	780.740	693.864	660.957	837.250	544.154	1447.809	593.735
30	0.30000	534.929	1035.110	1229.934	429.528	1008.672	1241.681	444.363	1262.638	1220.928	504.797	1280.810	1127.664	653.326	1075.270	1021.740	275.477	1354.810	1099.723	656.010	1015.729	694.980	89.867	1176.419	836.082	   NaN	   NaN	   NaN	229.294	1011.481	921.304	728.775	950.098	1389.259	285.776	949.308	780.322	694.865	661.083	836.069	544.377	1447.293	594.069
31	0.31000	535.579	1034.506	1229.760	430.300	1007.727	1241.358	444.118	1261.681	1220.828	505.118	1280.074	1127.611	653.848	1074.957	1021.419	275.631	1353.772	1099.881	656.300	1015.982	694.585	90.178	1175.467	836.119	   NaN	   NaN	   NaN	229.876	1010.585	921.075	730.014	949.481	1388.310	286.243	948.492	779.941	695.872	661.213	834.888	544.797	1446.503	594.524
32	0.32000	536.290	1033.955	1229.620	431.148	1006.781	1241.044	443.818	1260.723	1220.707	505.438	1279.347	1127.574	654.372	1074.645	1021.087	275.791	1352.720	1100.048	656.595	1016.234	694.198	90.504	1174.480	836.156	   NaN	   NaN	   NaN	230.486	1009.678	920.858	731.304	948.757	1387.358	286.717	947.551	779.587	696.886	661.346	833.708	545.390	1445.470	595.090
33	0.33000	537.048	1033.453	1229.510	432.054	1005.836	1240.711	443.485	1259.766	1220.577	505.741	1278.641	1127.567	654.899	1074.328	1020.748	275.954	1351.652	1100.220	656.896	1016.478	693.811	90.830	1173.444	836.194	   NaN	   NaN	   NaN	231.114	1008.754	920.647	732.627	947.924	1386.425	287.207	946.436	779.249	697.907	661.482	832.536	546.040	1444.349	595.702
34	0.34000	537.837	1032.983	1229.422	432.991	1004.897	1240.341	443.146	1258.816	1220.451	506.021	1277.962	1127.595	655.426	1074.000	1020.406	276.119	1350.567	1100.394	657.194	1016.715	693.412	91.149	1172.360	836.233	   NaN	   NaN	   NaN	231.751	1007.812	920.440	733.963	946.986	1385.528	287.733	945.144	778.912	698.937	661.618	831.379	546.596	1443.358	596.263
35	0.35000	538.633	1032.523	1229.345	433.932	1003.967	1239.930	442.827	1257.880	1220.339	506.272	1277.316	1127.658	655.951	1073.659	1020.066	276.283	1349.469	1100.567	657.486	1016.945	692.999	91.461	1171.246	836.274	   NaN	   NaN	   NaN	232.391	1006.857	920.236	735.287	945.953	1384.679	288.321	943.762	778.554	699.979	661.753	830.248	546.964	1442.636	596.710
36	0.36000	539.418	1032.053	1229.266	434.852	1003.047	1239.489	442.551	1256.959	1220.253	506.495	1276.699	1127.744	656.472	1073.307	1019.733	276.444	1348.365	1100.737	657.768	1017.172	692.583	91.770	1170.123	836.318	   NaN	   NaN	   NaN	233.035	1005.895	920.034	736.577	944.837	1383.885	289.001	942.439	778.151	701.034	661.881	829.152	547.143	1442.187	597.038
37	0.37000	540.175	1031.557	1229.173	435.733	1002.137	1239.042	442.334	1256.054	1220.198	506.700	1276.095	1127.834	656.991	1072.950	1019.408	276.601	1347.263	1100.904	658.035	1017.395	692.181	92.080	1169.002	836.368	   NaN	   NaN	   NaN	233.684	1004.931	919.836	737.818	943.652	1383.138	289.773	941.293	777.683	702.106	662.001	828.094	547.183	1441.941	597.277
38	0.38000	540.896	1031.027	1229.057	436.563	1001.234	1238.611	442.183	1255.166	1220.174	506.898	1275.481	1127.912	657.515	1072.600	1019.092	276.753	1346.172	1101.069	658.291	1017.625	691.810	92.392	1167.888	836.432	   NaN	   NaN	   NaN	234.340	1003.968	919.643	739.002	942.409	1382.425	290.601	940.375	777.154	703.197	662.112	827.069	547.145	1441.818	597.463
39	0.39000	541.577	1030.462	1228.912	437.343	1000.337	1238.206	442.100	1254.298	1220.174	507.092	1274.848	1127.974	658.051	1072.266	1018.789	276.898	1345.095	1101.233	658.553	1017.872	691.488	92.707	1166.785	836.511	   NaN	   NaN	   NaN	235.000	1003.006	919.455	740.130	941.116	1381.728	291.426	939.680	776.593	704.307	662.214	826.074	547.076	1441.749	597.626
40	0.40000	542.219	1029.867	1228.735	438.077	999.443	1237.828	442.074	1253.449	1220.182	507.267	1274.204	1128.027	658.599	1071.952	1018.501	277.035	1344.032	1101.394	658.844	1018.141	691.219	93.025	1165.688	836.603	   NaN	   NaN	   NaN	235.665	1002.044	919.275	741.214	939.781	1381.033	292.206	939.167	776.037	705.436	662.306	825.106	547.011	1441.689	597.784
41	0.41000	542.832	1029.252	1228.530	438.777	998.556	1237.473	442.094	1252.609	1220.182	507.399	1273.564	1128.085	659.150	1071.654	1018.231	277.167	1342.976	1101.551	659.180	1018.406	690.988	93.340	1164.582	836.706	   NaN	   NaN	   NaN	236.333	1001.083	919.098	742.275	938.410	1380.331	292.924	938.772	775.518	706.576	662.388	824.159	546.964	1441.614	597.942
42	0.42000	543.427	1028.628	1228.304	439.453	997.677	1237.136	442.147	1251.771	1220.164	507.468	1272.940	1128.160	659.696	1071.361	1017.980	277.300	1341.922	1101.705	659.565	1018.626	690.757	93.651	1163.454	836.809	   NaN	   NaN	   NaN	237.006	1000.121	918.918	743.339	937.011	1379.618	293.583	938.426	775.048	707.712	662.456	823.235	546.936	1441.518	598.100
43	0.43000	544.010	1028.001	1228.068	440.114	996.812	1236.813	442.228	1250.930	1220.126	507.476	1272.328	1128.252	660.227	1071.058	1017.746	277.439	1340.867	1101.859	659.991	1018.776	690.503	93.963	1162.312	836.902	570.403	848.597	786.903	237.682	999.159	918.723	744.434	935.595	1378.887	294.199	938.071	774.624	708.829	662.504	822.341	546.920	1441.406	598.253
44	0.44000	544.584	1027.371	1227.831	440.763	995.963	1236.499	442.341	1250.088	1220.070	507.463	1271.706	1128.343	660.739	1070.737	1017.523	277.588	1339.809	1102.016	660.450	1018.864	690.232	94.283	1161.173	836.977	571.542	848.046	786.595	238.358	998.197	918.508	745.576	934.172	1378.136	294.789	937.671	774.239	709.915	662.530	821.485	546.909	1441.285	598.398
45	0.45000	545.148	1026.733	1227.595	441.399	995.133	1236.192	442.494	1249.250	1220.000	507.488	1271.050	1128.407	661.230	1070.395	1017.307	277.747	1338.750	1102.180	660.936	1018.925	689.966	94.613	1160.051	837.032	572.642	847.428	786.351	239.031	997.239	918.274	746.771	932.759	1377.367	295.373	937.212	773.885	710.964	662.530	820.671	546.898	1441.163	598.535
46	0.46000	545.700	1026.079	1227.353	442.019	994.323	1235.889	442.690	1248.420	1219.924	507.587	1270.350	1128.427	661.701	1070.031	1017.096	277.918	1337.689	1102.350	661.441	1018.988	689.718	94.954	1158.961	837.065	573.524	846.890	786.149	239.693	996.290	918.025	748.012	931.376	1376.588	295.966	936.695	773.553	711.974	662.508	819.902	546.888	1441.041	598.667
47	0.47000	546.236	1025.401	1227.095	442.617	993.531	1235.597	442.932	1247.600	1219.854	507.765	1269.616	1128.405	662.154	1069.648	1016.887	278.096	1336.629	1102.524	661.957	1019.050	689.479	95.305	1157.919	837.079	574.214	846.423	785.958	240.344	995.357	917.768	749.280	930.046	1375.808	296.580	936.138	773.235	712.947	662.465	819.170	546.879	1440.919	598.799
48	0.48000	546.755	1024.697	1226.813	443.192	992.747	1235.320	443.214	1246.787	1219.800	508.005	1268.862	1128.353	662.595	1069.247	1016.680	278.276	1335.574	1102.696	662.477	1019.095	689.233	95.663	1156.926	837.083	574.850	845.942	785.752	240.988	994.444	917.506	750.553	928.793	1375.035	297.220	935.562	772.923	713.888	662.406	818.461	546.874	1440.793	598.935
49	0.49000	547.259	1023.975	1226.508	443.747	991.965	1235.063	443.527	1245.980	1219.769	508.286	1268.100	1128.284	663.033	1068.832	1016.480	278.453	1334.527	1102.863	662.997	1019.111	688.979	96.015	1155.959	837.094	575.524	845.410	785.520	241.628	993.551	917.240	751.806	927.637	1374.275	297.885	934.989	772.613	714.804	662.329	817.770	546.873	1440.663	599.077
50	0.50000	547.756	1023.248	1226.191	444.289	991.179	1234.823	443.862	1245.180	1219.759	508.586	1267.343	1128.210	663.475	1068.411	1016.292	278.627	1333.490	1103.019	663.510	1019.099	688.725	96.340	1154.972	837.131	576.254	844.846	785.259	242.268	992.678	916.969	753.015	926.592	1373.529	298.561	934.434	772.301	715.707	662.235	817.096	546.874	1440.529	599.227
51	0.51000	548.256	1022.531	1225.876	444.828	990.393	1234.602	444.207	1244.386	1219.763	508.888	1266.598	1128.140	663.924	1067.994	1016.119	278.797	1332.463	1103.162	664.014	1019.062	688.475	96.610	1153.898	837.209	577.033	844.270	784.967	242.904	991.825	916.697	754.164	925.662	1372.790	299.232	933.907	771.984	716.606	662.132	816.442	546.873	1440.393	599.385
52	0.52000	548.764	1021.834	1225.574	445.379	989.613	1234.398	444.554	1243.601	1219.772	509.178	1265.869	1128.082	664.380	1067.586	1015.962	278.968	1331.446	1103.293	664.505	1019.003	688.230	96.792	1152.660	837.344	577.848	843.699	784.648	243.535	990.991	916.429	755.244	924.847	1372.051	299.876	933.409	771.650	717.506	662.027	815.804	546.867	1440.256	599.549
53	0.53000	549.282	1021.157	1225.292	445.951	988.846	1234.213	444.896	1242.825	1219.782	509.450	1265.158	1128.042	664.843	1067.191	1015.818	279.143	1330.435	1103.412	664.985	1018.926	687.992	96.865	1151.198	837.552	578.670	843.155	784.316	244.156	990.179	916.171	756.257	924.134	1371.302	300.481	932.939	771.288	718.403	661.926	815.175	546.855	1440.115	599.716
54	0.54000	549.809	1020.498	1225.032	446.548	988.093	1234.043	445.233	1242.060	1219.789	509.703	1264.461	1128.020	665.311	1066.802	1015.684	279.325	1329.434	1103.523	665.454	1018.834	687.765	96.833	1149.528	837.826	579.461	842.680	783.989	244.767	989.390	915.920	757.217	923.506	1370.539	301.044	932.490	770.894	719.284	661.823	814.549	546.839	1439.969	599.883
55	0.55000	550.342	1019.849	1224.789	447.161	987.350	1233.885	445.569	1241.309	1219.791	509.944	1263.773	1128.013	665.780	1066.410	1015.555	279.516	1328.444	1103.632	665.914	1018.730	687.554	96.754	1147.784	838.125	580.192	842.297	783.683	245.362	988.627	915.669	758.142	922.946	1369.763	301.570	932.051	770.472	720.137	661.712	813.923	546.819	1439.818	600.048
56	0.56000	550.875	1019.208	1224.561	447.779	986.613	1233.734	445.910	1240.573	1219.784	510.179	1263.092	1128.014	666.241	1066.005	1015.427	279.717	1327.466	1103.747	666.369	1018.618	687.361	96.706	1146.154	838.395	580.864	841.990	783.398	245.938	987.890	915.410	759.056	922.434	1368.978	302.073	931.611	770.027	720.954	661.590	813.302	546.792	1439.665	600.211
57	0.57000	551.402	1018.567	1224.345	448.384	985.875	1233.584	446.260	1239.850	1219.772	510.419	1262.417	1128.017	666.687	1065.583	1015.297	279.930	1326.498	1103.875	666.821	1018.501	687.182	96.745	1144.765	838.605	581.498	841.713	783.127	246.486	987.179	915.136	759.975	921.951	1368.185	302.565	931.162	769.571	721.737	661.461	812.691	546.755	1439.512	600.374
58	0.58000	551.916	1017.920	1224.142	448.963	985.134	1233.428	446.624	1239.137	1219.759	510.671	1261.745	1128.021	667.119	1065.144	1015.162	280.157	1325.539	1104.018	667.271	1018.380	687.011	96.880	1143.637	838.756	582.122	841.422	782.852	247.000	986.491	914.849	760.907	921.481	1367.390	303.052	930.703	769.113	722.494	661.329	812.088	546.709	1439.359	600.541
59	0.59000	552.415	1017.259	1223.950	449.504	984.387	1233.258	447.001	1238.425	1219.751	510.940	1261.075	1128.027	667.542	1064.692	1015.020	280.398	1324.588	1104.177	667.715	1018.256	686.843	97.102	1142.758	838.862	582.750	841.095	782.563	247.475	985.822	914.548	761.854	921.013	1366.596	303.533	930.242	768.665	723.232	661.195	811.489	546.655	1439.207	600.713
60	0.60000	552.898	1016.582	1223.772	450.005	983.638	1233.069	447.393	1237.708	1219.749	511.228	1260.406	1128.035	667.967	1064.234	1014.873	280.652	1323.644	1104.352	668.148	1018.132	686.674	97.409	1142.136	838.929	583.384	840.737	782.252	247.911	985.164	914.240	762.812	920.532	1365.803	304.007	929.786	768.235	723.952	661.052	810.891	546.599	1439.054	600.893
61	0.61000	553.367	1015.893	1223.605	450.469	982.895	1232.869	447.796	1236.982	1219.754	511.531	1259.735	1128.043	668.402	1063.778	1014.726	280.917	1322.709	1104.541	668.566	1018.007	686.500	97.813	1141.816	838.955	584.016	840.361	781.918	248.316	984.509	913.929	763.775	920.024	1365.011	304.469	929.337	767.825	724.653	660.896	810.293	546.547	1438.895	601.080
62	0.62000	553.829	1015.203	1223.447	450.908	982.167	1232.665	448.206	1236.246	1219.761	511.845	1259.064	1128.054	668.848	1063.333	1014.584	281.190	1321.786	1104.742	668.968	1017.882	686.319	98.332	1141.842	838.933	584.643	839.978	781.568	248.700	983.853	913.622	764.732	919.476	1364.220	304.918	928.896	767.431	725.332	660.724	809.694	546.501	1438.730	601.276
63	0.63000	554.287	1014.523	1223.295	451.342	981.453	1232.470	448.616	1235.503	1219.766	512.167	1258.389	1128.070	669.303	1062.901	1014.447	281.472	1320.880	1104.958	669.352	1017.755	686.131	98.955	1142.178	838.874	585.260	839.595	781.215	249.075	983.196	913.326	765.671	918.877	1363.435	305.348	928.461	767.047	725.992	660.539	809.093	546.457	1438.559	601.480
64	0.64000	554.745	1013.860	1223.151	451.786	980.752	1232.291	449.020	1234.761	1219.767	512.495	1257.712	1128.093	669.761	1062.477	1014.317	281.763	1319.993	1105.189	669.717	1017.626	685.937	99.613	1142.640	838.817	585.862	839.222	780.878	249.451	982.539	913.044	766.578	918.217	1362.659	305.754	928.034	766.671	726.639	660.352	808.490	546.411	1438.389	601.692
65	0.65000	555.204	1013.217	1223.022	452.247	980.064	1232.138	449.413	1234.028	1219.761	512.826	1257.037	1128.124	670.216	1062.052	1014.192	282.066	1319.125	1105.435	670.062	1017.496	685.742	100.208	1142.961	838.817	586.435	838.878	780.574	249.837	981.880	912.781	767.448	917.489	1361.892	306.133	927.621	766.297	727.275	660.171	807.890	546.356	1438.224	601.908
66	0.66000	555.659	1012.592	1222.915	452.720	979.395	1232.015	449.798	1233.312	1219.751	513.160	1256.369	1128.160	670.668	1061.619	1014.075	282.381	1318.268	1105.694	670.387	1017.368	685.553	100.673	1142.965	838.909	586.967	838.579	780.310	250.242	981.212	912.543	768.286	916.692	1361.132	306.485	927.228	765.918	727.900	660.000	807.299	546.290	1438.065	602.124
