NO_OF_FRAMES	179
NO_OF_CAMERAS	0
NO_OF_MARKERS	14
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	--
DATA_INCLUDED	3D
MARKER_NAMES	S01_LFHD	S01_RFHD	S01_OZ	S01_C7	S01_LSHO	S01_RSHO	S01_LELB	S01_RELB	S01_LWRB	S01_RWRB	S01_IVIBoUp	S01_IVIBoLo	S01_IVISc	S01_SACR	
Frame	Time	S01_LFHD X	S01_LFHD Y	S01_LFHD Z	S01_RFHD X	S01_RFHD Y	S01_RFHD Z	S01_OZ X	S01_OZ Y	S01_OZ Z	S01_C7 X	S01_C7 Y	S01_C7 Z	S01_LSHO X	S01_LSHO Y	S01_LSHO Z	S01_RSHO X	S01_RSHO Y	S01_RSHO Z	S01_LELB X	S01_LELB Y	S01_LELB Z	S01_RELB X	S01_RELB Y	S01_RELB Z	S01_LWRB X	S01_LWRB Y	S01_LWRB Z	S01_RWRB X	S01_RWRB Y	S01_RWRB Z	S01_IVIBoUp X	S01_IVIBoUp Y	S01_IVIBoUp Z	S01_IVIBoLo X	S01_IVIBoLo Y	S01_IVIBoLo Z	S01_IVISc X	S01_IVISc Y	S01_IVISc Z	S01_SACR X	S01_SACR Y	S01_SACR Z	
23	0.23000	331.042	1057.438	1308.376	232.025	1095.711	1317.046	376.086	1288.759	1243.592	427.512	1230.623	1158.567	409.655	981.690	1073.839	306.311	1387.162	1154.094	282.583	923.181	779.371	 3.055	1307.369	993.038	136.782	885.144	939.642	96.549	1148.523	1118.992	524.297	800.959	1606.021	100.952	1056.233	1038.965	104.134	620.702	1021.823	558.200	1353.372	630.993
24	0.24000	327.860	1057.556	1307.296	229.439	1097.635	1315.638	376.762	1288.498	1242.888	426.661	1232.295	1157.845	412.256	983.108	1073.061	302.614	1388.952	1151.297	286.183	922.282	779.332	 2.976	1307.956	983.222	140.771	884.138	939.962	93.605	1149.983	1112.465	516.168	812.912	1609.046	95.331	1054.358	1034.176	108.952	619.814	1022.642	558.310	1353.863	630.080
25	0.25000	325.629	1057.172	1305.242	227.726	1098.635	1313.640	377.572	1288.088	1242.352	425.896	1234.123	1157.025	414.856	984.660	1072.016	299.153	1390.988	1148.283	289.709	921.413	779.054	 3.039	1309.260	973.088	144.715	882.752	939.900	89.673	1150.896	1104.787	506.086	825.135	1610.935	89.731	1052.014	1027.031	114.024	618.419	1023.000	558.395	1354.501	628.921
26	0.26000	324.325	1056.401	1302.454	226.808	1098.851	1311.218	378.434	1287.614	1241.911	425.196	1236.059	1156.126	417.317	986.296	1070.827	296.041	1393.216	1145.142	293.179	920.620	778.490	 3.235	1311.131	962.773	148.565	881.077	939.424	84.837	1151.208	1096.137	494.209	837.319	1611.870	84.548	1049.252	1017.823	119.468	616.594	1022.931	558.438	1355.281	627.585
27	0.27000	323.817	1055.390	1299.214	226.535	1098.492	1308.568	379.294	1287.146	1241.506	424.554	1237.996	1155.163	419.529	987.932	1069.583	293.347	1395.539	1141.944	296.607	919.945	777.617	 3.538	1313.420	952.425	152.285	879.246	938.556	79.276	1150.983	1086.757	480.691	849.191	1612.022	80.051	1046.169	1006.907	125.335	614.536	1022.478	558.436	1356.173	626.157
28	0.28000	323.868	1054.355	1295.789	226.726	1097.796	1305.873	380.128	1286.722	1241.112	423.985	1239.814	1154.162	421.423	989.479	1068.339	291.085	1397.860	1138.757	299.998	919.415	776.458	 3.934	1316.016	942.197	155.888	877.403	937.372	73.247	1150.383	1076.917	465.706	860.531	1611.548	76.374	1042.906	994.699	131.612	612.476	1021.672	558.407	1357.122	624.724
29	0.29000	324.197	1053.539	1292.403	227.204	1096.974	1303.288	380.926	1286.352	1240.727	423.516	1241.421	1153.167	422.977	990.864	1067.126	289.210	1400.114	1135.661	303.342	919.045	775.080	 4.422	1318.857	932.238	159.424	875.680	935.982	67.037	1149.626	1066.878	449.476	871.194	1610.568	73.555	1039.696	981.652	138.231	610.615	1020.532	558.377	1358.076	623.358
30	0.30000	324.580	1053.050	1289.249	227.803	1096.168	1300.935	381.673	1286.036	1240.367	423.168	1242.773	1152.232	424.218	992.047	1065.965	287.640	1402.269	1132.737	306.629	918.844	773.572	 5.025	1321.928	922.681	162.949	874.195	934.500	60.932	1148.950	1056.860	432.276	881.098	1609.165	71.593	1036.875	968.200	145.065	609.087	1019.074	558.371	1359.001	622.107
31	0.31000	324.915	1052.797	1286.479	228.389	1095.447	1298.896	382.338	1285.771	1240.042	422.936	1243.872	1151.416	425.203	993.029	1064.881	286.288	1404.305	1130.061	309.847	918.815	772.030	 5.775	1325.235	913.638	166.504	873.042	933.013	55.176	1148.563	1047.046	414.421	890.213	1607.383	70.456	1034.784	954.722	151.946	607.938	1017.333	558.402	1359.879	620.998
32	0.32000	325.169	1052.623	1284.154	228.872	1094.834	1297.199	382.890	1285.548	1239.757	422.794	1244.748	1150.768	426.005	993.844	1063.904	285.087	1406.203	1127.694	312.993	918.954	770.536	 6.703	1328.780	905.200	170.074	872.262	931.564	49.946	1148.600	1037.593	396.238	898.548	1605.254	70.054	1033.606	941.508	158.675	607.123	1015.384	558.478	1360.702	620.043
33	0.33000	325.323	1052.429	1282.257	229.199	1094.336	1295.818	383.320	1285.351	1239.516	422.705	1245.452	1150.315	426.699	994.539	1063.065	284.006	1407.947	1125.683	316.060	919.252	769.148	 7.824	1332.549	897.433	173.580	871.840	930.160	45.344	1149.099	1028.627	378.042	906.138	1602.809	70.238	1033.296	928.769	165.059	606.543	1013.329	558.597	1361.477	619.240
34	0.34000	325.354	1052.181	1280.722	229.349	1093.953	1294.693	383.643	1285.155	1239.334	422.639	1246.044	1150.063	427.353	995.169	1062.386	283.035	1409.523	1124.041	319.044	919.700	767.904	 9.128	1336.500	890.372	176.916	871.715	928.791	41.401	1150.011	1020.225	360.115	913.033	1600.085	70.851	1033.670	916.638	170.936	606.119	1011.266	558.754	1362.211	618.576
35	0.35000	325.248	1051.881	1279.466	229.323	1093.681	1293.747	383.892	1284.940	1239.237	422.581	1246.581	1149.991	428.030	995.781	1061.867	282.173	1410.930	1122.751	321.936	920.285	766.818	10.589	1340.575	884.018	179.998	871.819	927.466	38.103	1151.228	1012.389	342.708	919.297	1597.130	71.791	1034.550	905.190	176.207	605.811	1009.271	558.936	1362.921	618.033
36	0.36000	325.008	1051.540	1278.401	229.142	1093.506	1292.910	384.102	1284.695	1239.249	422.527	1247.110	1150.055	428.777	996.416	1061.481	281.405	1412.188	1121.769	324.728	920.987	765.891	12.173	1344.713	878.349	182.776	872.096	926.212	35.402	1152.641	1005.054	326.038	924.999	1593.998	73.011	1035.832	894.463	180.842	605.611	1007.400	559.131	1363.617	617.587
37	0.37000	324.664	1051.171	1277.448	228.848	1093.402	1292.116	384.297	1284.423	1239.379	422.485	1247.664	1150.202	429.618	997.100	1061.198	280.709	1413.334	1121.039	327.405	921.779	765.106	13.838	1348.873	873.324	185.250	872.485	925.068	33.239	1154.214	998.121	310.286	930.208	1590.737	74.480	1037.473	884.482	184.877	605.513	1005.691	559.322	1364.303	617.215
38	0.38000	324.259	1050.785	1276.545	228.497	1093.338	1291.312	384.484	1284.139	1239.609	422.464	1248.264	1150.379	430.549	997.838	1060.996	280.067	1414.410	1120.499	329.954	922.635	764.435	15.544	1353.024	868.883	187.471	872.923	924.059	31.558	1156.032	991.486	295.593	934.989	1587.377	76.128	1039.431	875.270	188.395	605.514	1004.162	559.500	1364.975	616.892
39	0.39000	323.847	1050.407	1275.647	228.145	1093.281	1290.460	384.651	1283.867	1239.902	422.474	1248.916	1150.541	431.543	998.623	1060.860	279.479	1415.447	1120.087	332.362	923.526	763.846	17.258	1357.137	864.939	189.523	873.350	923.176	30.295	1158.210	985.067	282.043	939.413	1583.940	77.840	1041.624	866.837	191.492	605.606	1002.808	559.663	1365.621	616.594
40	0.40000	323.471	1050.064	1274.727	227.829	1093.204	1289.547	384.776	1283.631	1240.206	422.519	1249.615	1150.660	432.564	999.444	1060.775	278.967	1416.468	1119.759	334.618	924.426	763.308	18.957	1361.173	861.398	191.489	873.725	922.393	29.358	1160.712	978.836	269.656	943.553	1580.440	79.494	1043.938	859.150	194.250	605.775	1001.607	559.819	1366.224	616.300
41	0.41000	323.163	1049.784	1273.760	227.569	1093.091	1288.575	384.849	1283.450	1240.474	422.602	1250.346	1150.722	433.575	1000.292	1060.715	278.554	1417.486	1119.491	336.717	925.317	762.799	20.629	1365.087	858.159	193.415	874.042	921.682	28.636	1163.340	972.811	258.395	947.478	1576.890	80.995	1046.267	852.138	196.731	606.005	1000.528	559.977	1366.769	615.989
42	0.42000	322.935	1049.579	1272.733	227.390	1092.915	1287.543	384.879	1283.335	1240.683	422.726	1251.089	1150.729	434.545	1001.157	1060.654	278.262	1418.501	1119.269	338.657	926.187	762.302	22.263	1368.839	855.135	195.301	874.333	921.023	28.046	1165.885	967.019	248.177	951.245	1573.302	82.301	1048.537	845.705	198.999	606.296	999.536	560.147	1367.245	615.647
43	0.43000	322.786	1049.445	1271.642	227.320	1092.639	1286.445	384.897	1283.282	1240.836	422.890	1251.821	1150.686	435.444	1002.022	1060.569	278.102	1419.493	1119.067	340.449	927.032	761.808	23.856	1372.395	852.248	197.112	874.651	920.389	27.546	1168.226	961.468	238.893	954.899	1569.686	83.413	1050.713	839.741	201.123	606.651	998.599	560.332	1367.646	615.270
44	0.44000	322.704	1049.367	1270.492	227.350	1092.286	1285.281	384.933	1283.282	1240.952	423.092	1252.521	1150.602	436.259	1002.867	1060.437	278.086	1420.432	1118.829	342.110	927.856	761.313	25.410	1375.746	849.446	198.816	875.032	919.746	27.117	1170.320	956.162	230.435	958.455	1566.043	84.376	1052.792	834.127	203.173	607.074	997.689	560.529	1367.975	614.861
45	0.45000	322.667	1049.325	1269.292	227.412	1091.964	1284.075	385.011	1283.318	1241.055	423.329	1253.184	1150.485	436.988	1003.677	1060.242	278.220	1421.295	1118.475	343.658	928.666	760.811	26.926	1378.913	846.705	200.402	875.470	919.062	26.732	1172.164	951.124	222.715	961.899	1562.365	85.254	1054.797	828.748	205.201	607.556	996.777	560.733	1368.243	614.424
46	0.46000	322.656	1049.305	1268.055	227.438	1091.776	1282.854	385.143	1283.373	1241.166	423.592	1253.813	1150.336	437.647	1004.443	1059.982	278.483	1422.090	1117.957	345.116	929.471	760.289	28.405	1381.945	844.033	201.876	875.941	918.322	26.352	1173.795	946.399	215.671	965.202	1558.642	86.096	1056.764	823.524	207.227	608.078	995.839	560.939	1368.471	613.966
47	0.47000	322.654	1049.300	1266.797	227.408	1091.742	1281.629	385.330	1283.431	1241.299	423.872	1254.424	1150.151	438.259	1005.166	1059.674	278.808	1422.854	1117.298	346.501	930.282	759.736	29.845	1384.893	841.452	203.257	876.416	917.530	25.955	1175.309	942.033	209.261	968.329	1554.875	86.925	1058.732	818.423	209.238	608.615	994.854	561.139	1368.676	613.496
48	0.48000	322.653	1049.306	1265.535	227.347	1091.801	1280.401	385.563	1283.483	1241.451	424.157	1255.031	1149.931	438.852	1005.857	1059.337	279.126	1423.633	1116.556	347.830	931.106	759.148	31.240	1387.796	838.992	204.568	876.872	916.691	25.577	1176.880	938.014	203.457	971.243	1551.077	87.742	1060.741	813.452	211.190	609.140	993.813	561.331	1368.871	613.028
49	0.49000	322.655	1049.321	1264.285	227.291	1091.887	1279.174	385.821	1283.525	1241.614	424.439	1255.641	1149.680	439.452	1006.529	1058.987	279.398	1424.451	1115.777	349.116	931.944	758.530	32.582	1390.671	836.676	205.834	877.294	915.818	25.321	1178.732	934.251	198.238	973.894	1547.278	88.539	1062.822	808.645	213.038	609.634	992.717	561.514	1369.055	612.569
50	0.50000	322.669	1049.342	1263.063	227.261	1091.954	1277.958	386.079	1283.563	1241.777	424.715	1256.253	1149.412	440.069	1007.185	1058.637	279.626	1425.315	1114.994	350.373	932.792	757.899	33.867	1393.516	834.520	207.069	877.684	914.923	25.311	1181.012	930.615	193.579	976.236	1543.516	89.311	1064.986	804.045	214.754	610.083	991.573	561.687	1369.226	612.126
51	0.51000	322.708	1049.368	1261.879	227.267	1091.982	1276.764	386.316	1283.604	1241.933	424.980	1256.856	1149.142	440.698	1007.821	1058.295	279.827	1426.214	1114.235	351.614	933.640	757.275	35.097	1396.312	832.523	208.270	878.064	914.023	25.584	1183.678	927.025	189.455	978.227	1539.833	90.065	1067.224	799.693	216.336	610.480	990.395	561.851	1369.380	611.699
52	0.52000	322.786	1049.399	1260.733	227.314	1091.965	1275.603	386.517	1283.655	1242.079	425.231	1257.436	1148.886	441.327	1008.433	1057.962	280.018	1427.133	1113.523	352.856	934.483	756.673	36.284	1399.039	830.669	209.430	878.460	913.139	26.058	1186.514	923.493	185.829	979.841	1536.281	90.816	1069.511	795.629	217.805	610.820	989.199	562.009	1369.512	611.293
53	0.53000	322.912	1049.433	1259.623	227.397	1091.905	1274.482	386.679	1283.718	1242.220	425.463	1257.978	1148.660	441.938	1009.017	1057.641	280.197	1428.054	1112.892	354.110	935.316	756.096	37.441	1401.687	828.935	210.556	878.890	912.301	26.588	1189.267	920.077	182.658	981.061	1532.902	91.580	1071.817	791.877	219.196	611.096	987.998	562.165	1369.619	610.916
54	0.54000	323.085	1049.462	1258.546	227.512	1091.802	1273.406	386.800	1283.789	1242.361	425.673	1258.482	1148.472	442.515	1009.567	1057.340	280.344	1428.967	1112.378	355.384	936.141	755.537	38.582	1404.258	827.294	211.669	879.356	911.540	27.065	1191.786	916.832	179.894	981.876	1529.719	92.363	1074.111	788.444	220.553	611.303	986.802	562.320	1369.699	610.575
55	0.55000	323.294	1049.482	1257.497	227.649	1091.662	1272.380	386.883	1283.866	1242.505	425.862	1258.952	1148.327	443.048	1010.082	1057.069	280.435	1429.867	1112.011	356.678	936.966	754.985	39.722	1406.753	825.720	212.780	879.857	910.885	27.453	1194.045	913.774	177.490	982.284	1526.729	93.160	1076.373	785.320	221.922	611.440	985.610	562.478	1369.754	610.273
56	0.56000	323.524	1049.491	1256.484	227.798	1091.490	1271.406	386.930	1283.943	1242.653	426.030	1259.403	1148.221	443.536	1010.565	1056.832	280.462	1430.758	1111.786	357.986	937.798	754.430	40.871	1409.163	824.190	213.880	880.399	910.346	27.768	1196.086	910.898	175.405	982.290	1523.914	93.947	1078.589	782.476	223.329	611.522	984.407	562.642	1369.786	610.007
57	0.57000	323.755	1049.488	1255.518	227.947	1091.300	1270.491	386.943	1284.020	1242.799	426.184	1259.842	1148.148	443.983	1011.023	1056.630	280.455	1431.639	1111.649	359.299	938.637	753.871	42.034	1411.473	822.689	214.946	880.984	909.894	28.039	1197.967	908.190	173.604	981.912	1521.246	94.693	1080.752	779.875	224.771	611.599	983.161	562.813	1369.797	609.773
58	0.58000	323.965	1049.475	1254.608	228.084	1091.106	1269.636	386.931	1284.094	1242.942	426.327	1260.274	1148.102	444.396	1011.456	1056.467	280.469	1432.499	1111.522	360.609	939.476	753.310	43.208	1413.669	821.211	215.958	881.598	909.427	28.301	1199.735	905.647	172.065	981.171	1518.695	95.368	1082.855	777.479	226.214	611.734	981.835	562.992	1369.792	609.564
59	0.59000	324.138	1049.458	1253.758	228.200	1090.926	1268.835	386.905	1284.162	1243.084	426.469	1260.695	1148.080	444.778	1011.864	1056.349	280.548	1433.321	1111.348	361.914	940.309	752.760	44.381	1415.750	819.771	216.914	882.200	908.811	28.580	1201.414	903.266	170.768	980.093	1516.237	95.943	1084.898	775.258	227.607	611.978	980.411	563.178	1369.775	609.375
60	0.60000	324.261	1049.440	1252.968	228.285	1090.778	1268.073	386.878	1284.222	1243.236	426.617	1261.095	1148.081	445.128	1012.260	1056.291	280.704	1434.092	1111.113	363.216	941.127	752.233	45.540	1417.725	818.386	217.828	882.753	907.974	28.888	1203.019	901.046	169.699	978.699	1513.851	96.402	1086.883	773.192	228.903	612.342	978.889	563.368	1369.753	609.200
61	0.61000	324.329	1049.424	1252.232	228.330	1090.679	1267.334	386.864	1284.267	1243.404	426.778	1261.471	1148.097	445.445	1012.649	1056.287	280.939	1434.802	1110.820	364.515	941.928	751.741	46.677	1419.609	817.076	218.718	883.248	906.942	29.226	1204.561	898.977	168.846	977.015	1511.522	96.739	1088.820	771.266	230.065	612.802	977.288	563.561	1369.731	609.037
62	0.62000	324.340	1049.417	1251.538	228.330	1090.634	1266.602	386.870	1284.295	1243.595	426.956	1261.818	1148.120	445.734	1013.023	1056.310	281.258	1435.442	1110.454	365.810	942.714	751.282	47.787	1421.415	815.844	219.597	883.694	905.791	29.584	1206.053	897.040	168.202	975.067	1509.235	96.962	1090.722	769.466	231.085	613.314	975.640	563.749	1369.712	608.883
63	0.63000	324.300	1049.425	1250.868	228.284	1090.635	1265.867	386.897	1284.307	1243.807	427.149	1262.140	1148.137	446.007	1013.367	1056.324	281.678	1436.001	1109.980	367.096	943.489	750.844	48.871	1423.153	814.689	220.467	884.107	904.591	29.950	1207.510	895.215	167.762	972.890	1506.973	97.093	1092.607	767.783	231.974	613.838	973.975	563.926	1369.699	608.737
64	0.64000	324.218	1049.452	1250.208	228.196	1090.672	1265.126	386.938	1284.306	1244.032	427.356	1262.441	1148.138	446.274	1013.681	1056.307	282.220	1436.473	1109.366	368.364	944.259	750.408	49.929	1424.831	813.607	221.326	884.507	903.392	30.308	1208.946	893.481	167.520	970.530	1504.725	97.167	1094.492	766.201	232.761	614.349	972.315	564.087	1369.692	608.597
65	0.65000	324.111	1049.493	1249.558	228.078	1090.732	1264.388	386.980	1284.301	1244.257	427.569	1262.727	1148.116	446.547	1013.977	1056.252	282.879	1436.866	1108.619	369.604	945.028	749.956	50.966	1426.453	812.593	222.159	884.909	902.223	30.643	1210.369	891.822	167.468	968.039	1502.485	97.222	1096.381	764.700	233.482	614.828	970.679	564.227	1369.689	608.458
