NO_OF_FRAMES	141
NO_OF_CAMERAS	0
NO_OF_MARKERS	14
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	--
DATA_INCLUDED	3D
MARKER_NAMES	S01_LFHD	S01_RFHD	S01_OZ	S01_C7	S01_LSHO	S01_RSHO	S01_LELB	S01_RELB	S01_LWRB	S01_RWRB	S01_IVIBoUp	S01_IVIBoLo	S01_IVISc	S01_SACR	
Frame	Time	S01_LFHD X	S01_LFHD Y	S01_LFHD Z	S01_RFHD X	S01_RFHD Y	S01_RFHD Z	S01_OZ X	S01_OZ Y	S01_OZ Z	S01_C7 X	S01_C7 Y	S01_C7 Z	S01_LSHO X	S01_LSHO Y	S01_LSHO Z	S01_RSHO X	S01_RSHO Y	S01_RSHO Z	S01_LELB X	S01_LELB Y	S01_LELB Z	S01_RELB X	S01_RELB Y	S01_RELB Z	S01_LWRB X	S01_LWRB Y	S01_LWRB Z	S01_RWRB X	S01_RWRB Y	S01_RWRB Z	S01_IVIBoUp X	S01_IVIBoUp Y	S01_IVIBoUp Z	S01_IVIBoLo X	S01_IVIBoLo Y	S01_IVIBoLo Z	S01_IVISc X	S01_IVISc Y	S01_IVISc Z	S01_SACR X	S01_SACR Y	S01_SACR Z	
11	0.11000	497.648	1110.837	1272.351	392.208	1116.351	1285.637	471.013	1349.292	1226.418	542.535	1330.791	1135.093	356.899	1478.621	1082.939	619.608	1079.196	1049.217	134.884	1379.951	797.189	579.010	981.293	736.538	181.912	1176.208	886.734	444.684	856.662	862.124	460.021	931.829	1467.123	247.054	1083.324	761.499	521.602	655.634	934.316	606.458	1409.203	587.610
12	0.12000	497.105	1110.802	1272.553	391.618	1116.497	1285.810	470.689	1349.260	1226.226	542.173	1330.591	1135.140	356.716	1478.331	1083.104	619.227	1079.047	1049.343	134.193	1379.735	797.757	579.382	981.419	736.428	181.478	1175.820	886.843	444.561	856.880	861.525	460.422	930.941	1466.637	246.207	1082.622	761.420	521.300	655.702	933.635	606.395	1409.220	587.702
13	0.13000	496.564	1110.714	1272.707	391.019	1116.590	1285.920	470.334	1349.197	1226.064	541.774	1330.376	1135.206	356.485	1478.010	1083.265	618.857	1078.898	1049.473	133.513	1379.631	798.208	579.711	981.612	736.304	181.008	1175.466	886.714	444.431	857.116	860.906	460.677	929.929	1465.882	245.329	1081.989	761.075	521.055	655.781	932.881	606.346	1409.245	587.779
14	0.14000	496.006	1110.575	1272.803	390.406	1116.623	1285.964	469.952	1349.100	1225.937	541.339	1330.147	1135.293	356.177	1477.685	1083.429	618.493	1078.748	1049.611	132.827	1379.641	798.549	580.003	981.871	736.167	180.481	1175.134	886.364	444.303	857.376	860.275	460.824	928.809	1464.890	244.449	1081.453	760.507	520.842	655.865	932.051	606.307	1409.284	587.836
15	0.15000	495.410	1110.391	1272.830	389.771	1116.590	1285.943	469.544	1348.966	1225.850	540.871	1329.909	1135.395	355.774	1477.375	1083.593	618.131	1078.598	1049.754	132.129	1379.763	798.784	580.264	982.195	736.013	179.881	1174.816	885.810	444.189	857.671	859.650	460.920	927.587	1463.687	243.585	1081.048	759.762	520.642	655.948	931.151	606.271	1409.339	587.873
16	0.16000	494.753	1110.177	1272.784	389.109	1116.485	1285.853	469.105	1348.793	1225.806	540.374	1329.672	1135.504	355.287	1477.072	1083.747	617.770	1078.451	1049.896	131.419	1379.992	798.920	580.496	982.579	735.841	179.194	1174.508	885.070	444.104	858.031	859.075	461.039	926.257	1462.292	242.743	1080.808	758.894	520.448	656.028	930.195	606.236	1409.410	587.895
17	0.17000	494.012	1109.947	1272.667	388.413	1116.305	1285.687	468.635	1348.583	1225.807	539.856	1329.440	1135.610	354.742	1476.756	1083.879	617.412	1078.310	1050.025	130.701	1380.315	798.966	580.701	983.016	735.648	178.411	1174.212	884.165	444.064	858.497	858.605	461.260	924.808	1460.713	241.919	1080.759	757.954	520.267	656.107	929.201	606.199	1409.494	587.908
18	0.18000	493.174	1109.708	1272.491	387.675	1116.055	1285.440	468.135	1348.338	1225.849	539.328	1329.217	1135.712	354.163	1476.409	1083.984	617.060	1078.176	1050.136	129.984	1380.724	798.933	580.880	983.485	735.441	177.532	1173.941	883.128	444.080	859.103	858.288	461.654	923.235	1458.963	241.106	1080.907	756.978	520.118	656.190	928.185	606.158	1409.588	587.922
19	0.19000	492.244	1109.455	1272.276	386.883	1115.743	1285.109	467.607	1348.058	1225.924	538.799	1329.005	1135.809	353.567	1476.030	1084.068	616.721	1078.049	1050.226	129.271	1381.210	798.834	581.033	983.967	735.229	176.569	1173.726	882.005	444.148	859.839	858.121	462.253	921.553	1457.058	240.296	1081.240	755.992	520.025	656.278	927.161	606.113	1409.687	587.946
20	0.20000	491.238	1109.171	1272.041	386.021	1115.384	1284.695	467.058	1347.742	1226.025	538.273	1328.801	1135.902	352.966	1475.624	1084.142	616.403	1077.928	1050.295	128.564	1381.761	798.689	581.161	984.448	735.018	175.552	1173.610	880.838	444.237	860.629	858.025	463.048	919.802	1455.022	239.477	1081.732	755.006	520.011	656.378	926.138	606.063	1409.789	587.985
21	0.21000	490.174	1108.835	1271.792	385.073	1114.993	1284.193	466.498	1347.388	1226.155	537.754	1328.602	1135.994	352.368	1475.193	1084.215	616.118	1077.818	1050.342	127.866	1382.363	798.521	581.262	984.928	734.803	174.527	1173.640	879.649	444.301	861.359	857.879	463.993	918.037	1452.877	238.632	1082.366	754.017	520.089	656.492	925.119	606.006	1409.891	588.038
22	0.22000	489.065	1108.420	1271.516	384.022	1114.597	1283.588	465.936	1346.997	1226.321	537.244	1328.405	1136.086	351.779	1474.744	1084.292	615.877	1077.722	1050.366	127.178	1383.003	798.356	581.341	985.409	734.574	173.549	1173.869	878.435	444.305	861.950	857.598	465.018	916.315	1450.635	237.741	1083.131	753.006	520.265	656.621	924.103	605.942	1409.987	588.104
23	0.23000	487.929	1107.900	1271.181	382.850	1114.227	1282.857	465.386	1346.569	1226.535	536.745	1328.210	1136.176	351.209	1474.280	1084.374	615.686	1077.648	1050.365	126.502	1383.664	798.213	581.410	985.879	734.330	172.647	1174.301	877.213	444.235	862.384	857.159	466.059	914.673	1448.294	236.794	1084.023	751.941	520.531	656.758	923.090	605.871	1410.072	588.176
24	0.24000	486.764	1107.262	1270.755	381.539	1113.907	1281.978	464.862	1346.106	1226.815	536.257	1328.014	1136.261	350.671	1473.810	1084.463	615.545	1077.597	1050.335	125.838	1384.331	798.110	581.484	986.317	734.076	171.786	1174.830	876.054	444.099	862.686	856.582	467.073	913.121	1445.849	235.793	1085.042	750.798	520.874	656.897	922.083	605.793	1410.139	588.252
25	0.25000	485.548	1106.516	1270.215	380.090	1113.626	1280.935	464.377	1345.610	1227.178	535.783	1327.814	1136.336	350.175	1473.347	1084.557	615.446	1077.569	1050.273	125.180	1384.988	798.059	581.573	986.708	733.818	170.897	1175.272	875.053	443.915	862.896	855.909	468.039	911.642	1443.293	234.758	1086.186	749.563	521.267	657.033	921.078	605.708	1410.189	588.329
26	0.26000	484.239	1105.688	1269.553	378.527	1113.326	1279.725	463.948	1345.085	1227.644	535.328	1327.605	1136.399	349.718	1472.915	1084.664	615.373	1077.553	1050.179	124.521	1385.621	798.072	581.668	987.056	733.550	169.941	1175.504	874.258	443.706	863.055	855.188	468.955	910.203	1440.637	233.716	1087.444	748.241	521.671	657.165	920.075	605.619	1410.222	588.405
27	0.27000	482.788	1104.802	1268.771	376.887	1112.912	1278.358	463.591	1344.530	1228.228	534.894	1327.384	1136.445	349.286	1472.542	1084.789	615.307	1077.541	1050.053	123.858	1386.221	798.162	581.751	987.382	733.258	168.959	1175.554	873.635	443.489	863.196	854.456	469.826	908.770	1437.901	232.688	1088.793	746.856	522.038	657.292	919.073	605.527	1410.241	588.482
28	0.28000	481.151	1103.868	1267.876	375.194	1112.311	1276.844	463.310	1343.945	1228.944	534.488	1327.148	1136.472	348.874	1472.246	1084.937	615.230	1077.519	1049.897	123.187	1386.781	798.337	581.810	987.699	732.932	168.033	1175.542	873.106	443.278	863.336	853.734	470.662	907.314	1435.119	231.688	1090.195	745.439	522.340	657.422	918.083	605.433	1410.251	588.560
29	0.29000	479.300	1102.881	1266.876	373.463	1111.508	1275.192	463.095	1343.324	1229.794	534.117	1326.896	1136.477	348.491	1472.018	1085.102	615.128	1077.478	1049.713	122.502	1387.306	798.608	581.851	988.009	732.578	167.217	1175.573	872.628	443.083	863.478	853.026	471.475	905.813	1432.328	230.716	1091.600	744.030	522.573	657.566	917.122	605.337	1410.260	588.640
30	0.30000	477.245	1101.823	1265.773	371.703	1110.551	1273.412	462.926	1342.661	1230.764	533.786	1326.626	1136.463	348.157	1471.832	1085.282	614.996	1077.409	1049.509	121.801	1387.800	798.982	581.879	988.306	732.202	166.512	1175.687	872.218	442.909	863.614	852.326	472.279	904.249	1429.567	229.771	1092.953	742.663	522.747	657.733	916.201	605.240	1410.273	588.721
31	0.31000	475.030	1100.679	1264.567	369.909	1109.549	1271.523	462.774	1341.949	1231.831	533.496	1326.337	1136.435	347.878	1471.667	1085.479	614.830	1077.306	1049.291	121.082	1388.270	799.463	581.892	988.598	731.805	165.891	1175.881	871.925	442.758	863.745	851.630	473.091	902.606	1426.873	228.854	1094.212	741.371	522.872	657.930	915.327	605.139	1410.294	588.806
32	0.32000	472.724	1099.434	1263.265	368.040	1108.662	1269.545	462.610	1341.182	1232.962	533.240	1326.035	1136.410	347.654	1471.513	1085.700	614.631	1077.168	1049.069	120.350	1388.718	800.052	581.880	988.900	731.387	165.329	1176.133	871.780	442.626	863.881	850.939	473.926	900.877	1424.275	227.966	1095.357	740.181	522.961	658.159	914.490	605.035	1410.322	588.894
33	0.33000	470.393	1098.082	1261.884	366.026	1108.063	1267.489	462.408	1340.352	1234.118	533.003	1325.729	1136.402	347.484	1471.362	1085.949	614.393	1076.995	1048.853	119.608	1389.140	800.741	581.837	989.231	730.954	164.815	1176.415	871.783	442.502	864.036	850.260	474.792	899.057	1421.792	227.114	1096.398	739.117	523.021	658.416	913.668	604.924	1410.355	588.988
34	0.34000	468.081	1096.629	1260.449	363.808	1107.845	1265.341	462.155	1339.455	1235.264	532.767	1325.421	1136.422	347.364	1471.209	1086.227	614.110	1076.789	1048.653	118.862	1389.530	801.516	581.768	989.595	730.526	164.344	1176.703	871.910	442.372	864.219	849.597	475.684	897.153	1419.438	226.310	1097.360	738.194	523.059	658.696	912.832	604.807	1410.388	589.084
35	0.35000	465.806	1095.105	1258.983	361.372	1107.918	1263.100	461.846	1338.492	1236.375	532.522	1325.112	1136.470	347.290	1471.052	1086.534	613.774	1076.556	1048.478	118.114	1389.890	802.369	581.682	989.988	730.122	163.909	1176.972	872.123	442.217	864.439	848.950	476.588	895.173	1417.219	225.565	1098.266	737.418	523.076	658.993	911.952	604.686	1410.418	589.182
36	0.36000	463.566	1093.565	1257.506	358.764	1108.045	1260.805	461.487	1337.473	1237.434	532.256	1324.801	1136.546	347.255	1470.893	1086.866	613.378	1076.300	1048.332	117.367	1390.223	803.291	581.584	990.405	729.745	163.506	1177.205	872.388	442.020	864.704	848.318	477.481	893.137	1415.147	224.886	1099.132	736.785	523.066	659.302	911.011	604.565	1410.442	589.280
37	0.37000	461.352	1092.068	1256.036	356.086	1108.017	1258.520	461.082	1336.406	1238.432	531.963	1324.491	1136.645	347.251	1470.730	1087.226	612.921	1076.024	1048.215	116.621	1390.528	804.276	581.466	990.842	729.385	163.127	1177.391	872.690	441.768	865.019	847.700	478.340	891.077	1413.229	224.271	1099.967	736.283	523.015	659.615	910.009	604.445	1410.459	589.377
38	0.38000	459.151	1090.655	1254.589	353.474	1107.763	1256.288	460.637	1335.302	1239.369	531.642	1324.189	1136.770	347.272	1470.562	1087.623	612.413	1075.727	1048.116	115.876	1390.806	805.317	581.319	991.291	729.030	162.770	1177.531	873.031	441.459	865.374	847.092	479.144	889.026	1411.470	223.708	1100.773	735.898	522.899	659.924	908.951	604.327	1410.472	589.474
39	0.39000	456.949	1089.353	1253.182	351.033	1107.328	1254.120	460.151	1334.173	1240.248	531.296	1323.904	1136.925	347.308	1470.378	1088.070	611.873	1075.412	1048.021	115.131	1391.058	806.412	581.130	991.739	728.671	162.430	1177.630	873.423	441.094	865.755	846.480	479.879	887.020	1409.862	223.177	1101.542	735.610	522.693	660.221	907.846	604.211	1410.480	589.571
40	0.40000	454.738	1088.185	1251.830	348.791	1106.801	1252.012	459.618	1333.029	1241.066	530.931	1323.636	1137.116	347.350	1470.167	1088.574	611.326	1075.085	1047.910	114.385	1391.289	807.563	580.887	992.181	728.297	162.104	1177.699	873.875	440.677	866.153	845.856	480.548	885.091	1408.391	222.656	1102.267	735.405	522.387	660.499	906.702	604.099	1410.486	589.669
41	0.41000	452.514	1087.168	1250.545	346.721	1106.259	1249.965	459.030	1331.883	1241.814	530.560	1323.374	1137.342	347.396	1469.919	1089.137	610.793	1074.756	1047.762	113.636	1391.506	808.774	580.577	992.618	727.890	161.785	1177.752	874.394	440.207	866.574	845.232	481.166	883.265	1407.040	222.124	1102.939	735.268	521.984	660.756	905.518	603.989	1410.491	589.767
42	0.42000	450.278	1086.294	1249.330	344.763	1105.747	1247.982	458.372	1330.749	1242.479	530.205	1323.085	1137.580	347.448	1469.624	1089.751	610.287	1074.436	1047.558	112.882	1391.715	810.050	580.190	993.055	727.437	161.462	1177.809	874.982	439.682	867.034	844.626	481.753	881.566	1405.791	221.566	1103.557	735.194	521.501	660.993	904.297	603.883	1410.495	589.864
43	0.43000	448.042	1085.511	1248.191	342.857	1105.281	1246.071	457.636	1329.646	1243.048	529.884	1322.736	1137.801	347.515	1469.277	1090.408	609.815	1074.138	1047.286	112.122	1391.924	811.395	579.726	993.492	726.931	161.122	1177.899	875.639	439.102	867.534	844.046	482.331	880.010	1404.629	220.973	1104.127	735.174	520.956	661.207	903.037	603.783	1410.499	589.957
44	0.44000	445.826	1084.751	1247.133	340.953	1104.867	1244.236	456.821	1328.589	1243.518	529.607	1322.309	1137.985	347.605	1468.879	1091.100	609.379	1073.859	1046.946	111.354	1392.133	812.807	579.188	993.927	726.374	160.749	1178.054	876.364	438.470	868.049	843.474	482.917	878.605	1403.543	220.334	1104.662	735.207	520.360	661.392	901.741	603.691	1410.502	590.042
45	0.45000	443.647	1083.969	1246.157	339.021	1104.509	1242.471	455.941	1327.589	1243.896	529.365	1321.815	1138.131	347.723	1468.434	1091.820	608.977	1073.580	1046.550	110.576	1392.343	814.276	578.575	994.364	725.765	160.330	1178.288	877.151	437.787	868.539	842.867	483.531	877.353	1402.523	219.648	1105.172	735.291	519.714	661.544	900.404	603.609	1410.504	590.117
46	0.46000	441.511	1083.157	1245.247	337.055	1104.210	1240.766	455.016	1326.645	1244.198	529.140	1321.273	1138.248	347.870	1467.952	1092.565	608.605	1073.264	1046.120	109.786	1392.550	815.793	577.889	994.810	725.112	159.863	1178.568	877.970	437.043	868.957	842.178	484.191	876.251	1401.559	218.914	1105.660	735.423	519.014	661.657	899.014	603.538	1410.505	590.182
47	0.47000	439.419	1082.345	1244.379	335.069	1103.970	1239.103	454.059	1325.757	1244.441	528.918	1320.701	1138.349	348.041	1467.449	1093.330	608.251	1072.888	1045.672	108.983	1392.752	817.347	577.133	995.274	724.425	159.362	1178.828	878.782	436.223	869.268	841.361	484.913	875.294	1400.644	218.134	1106.118	735.599	518.259	661.736	897.548	603.477	1410.505	590.237
48	0.48000	437.377	1081.585	1243.535	333.087	1103.780	1237.472	453.075	1324.924	1244.643	528.697	1320.102	1138.439	348.233	1466.941	1094.110	607.896	1072.448	1045.219	108.165	1392.947	818.929	576.321	995.757	723.721	158.836	1179.017	879.556	435.308	869.461	840.391	485.700	874.477	1399.773	217.302	1106.528	735.810	517.458	661.793	895.984	603.425	1410.501	590.286
49	0.49000	435.390	1080.924	1242.713	331.138	1103.622	1235.866	452.059	1324.147	1244.812	528.485	1319.477	1138.519	348.440	1466.437	1094.896	607.521	1071.956	1044.773	107.331	1393.133	820.535	575.474	996.260	723.015	158.293	1179.126	880.291	434.299	869.566	839.279	486.548	873.806	1398.938	216.406	1106.877	736.042	516.627	661.845	894.307	603.379	1410.493	590.331
50	0.50000	433.460	1080.372	1241.925	329.243	1103.479	1234.282	451.005	1323.423	1244.950	528.294	1318.825	1138.587	348.660	1465.936	1095.678	607.113	1071.423	1044.344	106.481	1393.311	822.166	574.605	996.787	722.318	157.738	1179.175	881.009	433.220	869.656	838.089	487.436	873.295	1398.128	215.426	1107.164	736.277	515.780	661.910	892.527	603.336	1410.479	590.377
51	0.51000	431.580	1079.892	1241.190	327.414	1103.334	1232.725	449.914	1322.748	1245.056	528.128	1318.148	1138.645	348.892	1465.436	1096.452	606.664	1070.854	1043.939	105.616	1393.482	823.826	573.715	997.345	721.638	157.181	1179.184	881.733	432.111	869.822	836.905	488.340	872.961	1397.327	214.347	1107.409	736.497	514.928	662.007	890.679	603.297	1410.458	590.425
52	0.52000	429.737	1079.433	1240.527	325.653	1103.180	1231.201	448.792	1322.118	1245.127	527.982	1317.448	1138.699	349.135	1464.938	1097.221	606.176	1070.251	1043.564	104.740	1393.645	825.514	572.801	997.939	720.974	156.627	1179.166	882.476	431.001	870.118	835.778	489.244	872.818	1396.523	213.167	1107.636	736.686	514.073	662.147	888.814	603.260	1410.431	590.479
53	0.53000	427.922	1078.955	1239.941	323.954	1103.015	1229.712	447.651	1321.533	1245.168	527.846	1316.728	1138.756	349.390	1464.444	1097.990	605.648	1069.613	1043.218	103.858	1393.805	827.231	571.860	998.573	720.321	156.074	1179.117	883.240	429.901	870.543	834.712	490.147	872.868	1395.715	211.905	1107.861	736.842	513.215	662.335	886.982	603.226	1410.396	590.539
54	0.54000	426.129	1078.450	1239.423	322.305	1102.846	1228.260	446.496	1320.988	1245.183	527.716	1315.994	1138.817	349.655	1463.952	1098.764	605.080	1068.940	1042.898	102.974	1393.966	828.975	570.885	999.244	719.675	155.510	1179.033	884.029	428.807	871.065	833.686	491.073	873.086	1394.909	210.599	1108.094	736.983	512.352	662.562	885.204	603.194	1410.356	590.604
55	0.55000	424.354	1077.932	1238.955	320.693	1102.681	1226.839	445.327	1320.474	1245.180	527.586	1315.250	1138.885	349.925	1463.455	1099.542	604.471	1068.236	1042.602	102.095	1394.134	830.744	569.883	999.941	719.030	154.915	1178.911	884.856	427.711	871.645	832.679	492.062	873.432	1394.119	209.290	1108.332	737.140	511.470	662.797	883.454	603.167	1410.311	590.670
56	0.56000	422.590	1077.427	1238.521	319.101	1102.527	1225.448	444.145	1319.977	1245.160	527.455	1314.494	1138.961	350.199	1462.942	1100.321	603.821	1067.507	1042.319	101.224	1394.312	832.532	568.874	1000.644	718.380	154.279	1178.769	885.719	426.605	872.257	831.677	493.164	873.843	1393.362	208.016	1108.572	737.357	510.544	662.993	881.664	603.142	1410.261	590.739
57	0.57000	420.830	1076.947	1238.114	317.515	1102.386	1224.088	442.954	1319.484	1245.123	527.325	1313.723	1139.047	350.474	1462.406	1101.099	603.134	1066.761	1042.039	100.365	1394.501	834.331	567.876	1001.337	717.717	153.612	1178.647	886.588	425.483	872.881	830.672	494.423	874.255	1392.643	206.798	1108.813	737.669	509.535	663.100	879.757	603.120	1410.208	590.811
58	0.58000	419.069	1076.494	1237.736	315.926	1102.266	1222.762	441.758	1318.993	1245.070	527.195	1312.934	1139.143	350.750	1461.840	1101.874	602.417	1066.004	1041.747	99.522	1394.701	836.132	566.895	1002.009	717.045	152.933	1178.576	887.432	424.342	873.504	829.660	495.862	874.603	1391.954	205.635	1109.055	738.100	508.401	663.097	877.694	603.095	1410.154	590.889
59	0.59000	417.309	1076.065	1237.394	314.325	1102.184	1221.473	440.560	1318.507	1245.000	527.066	1312.131	1139.247	351.027	1461.240	1102.643	601.681	1065.241	1041.436	98.698	1394.913	837.929	565.928	1002.656	716.369	152.251	1178.558	888.244	423.181	874.119	828.639	497.478	874.840	1391.270	204.506	1109.307	738.654	507.107	663.014	875.521	603.065	1410.104	590.974
60	0.60000	415.558	1075.662	1237.098	312.712	1102.158	1220.229	439.362	1318.035	1244.911	526.937	1311.317	1139.359	351.301	1460.603	1103.410	600.941	1064.479	1041.100	97.893	1395.137	839.721	564.969	1003.276	715.693	151.572	1178.577	889.040	421.996	874.722	827.609	499.242	874.936	1390.560	203.380	1109.574	739.317	505.633	662.919	873.343	603.024	1410.061	591.067
61	0.61000	413.824	1075.284	1236.847	311.086	1102.191	1219.042	438.169	1317.586	1244.800	526.806	1310.494	1139.481	351.567	1459.933	1104.185	600.208	1063.719	1040.740	97.110	1395.369	841.507	564.009	1003.869	715.017	150.903	1178.615	889.846	420.781	875.311	826.571	501.103	874.873	1389.798	202.223	1109.858	740.060	503.978	662.865	871.249	602.970	1410.027	591.169
62	0.62000	412.108	1074.926	1236.634	309.458	1102.270	1217.922	436.992	1317.165	1244.661	526.671	1309.663	1139.610	351.828	1459.247	1104.984	599.486	1062.958	1040.358	96.350	1395.602	843.286	563.034	1004.440	714.340	150.255	1178.664	890.693	419.532	875.887	825.526	503.011	874.645	1388.960	201.013	1110.150	740.847	502.150	662.866	869.267	602.902	1410.000	591.280
63	0.63000	410.400	1074.569	1236.448	307.844	1102.367	1216.868	435.840	1316.774	1244.492	526.528	1308.826	1139.745	352.107	1458.569	1105.814	598.768	1062.195	1039.961	95.615	1395.830	845.052	562.036	1004.988	713.660	149.636	1178.723	891.601	418.242	876.452	824.479	504.926	874.247	1388.027	199.743	1110.437	741.649	500.177	662.913	867.377	602.818	1409.977	591.396
64	0.64000	408.677	1074.184	1236.282	306.273	1102.444	1215.869	434.724	1316.411	1244.297	526.375	1307.988	1139.882	352.421	1457.916	1106.662	598.044	1061.427	1039.558	94.903	1396.045	846.798	561.015	1005.512	712.978	149.050	1178.794	892.581	416.915	877.007	823.430	506.828	873.674	1386.994	198.421	1110.712	742.448	498.117	662.989	865.539	602.723	1409.953	591.511
65	0.65000	406.924	1073.753	1236.129	304.789	1102.446	1214.904	433.649	1316.071	1244.083	526.211	1307.152	1140.019	352.771	1457.291	1107.499	597.304	1060.656	1039.162	94.213	1396.244	848.516	559.975	1006.011	712.300	148.499	1178.876	893.628	415.554	877.549	822.379	508.714	872.923	1385.864	197.066	1110.979	743.241	496.038	663.081	863.721	602.620	1409.923	591.621
